Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,177.55,142.14,207.37,187.47,171.35,202.17,253.15,254.24,236.50,161.69,190.50,157.54,160.85
  └─ YOY Sales Growth %,-30.38%,-42.88%,-12.91%,-11.91%,-3.49%,42.23%,22.08%,35.62%,38.02%,-20.02%,-24.75%,-38.03%,-31.99%
Expenses,165.52,139.42,204.92,183.05,156.91,193.20,246.51,246.88,229.37,156.46,183.71,151.02,149.96
  └─ Material Cost %,31.25%,43.15%,20.43%,42.59%,21.83%,26.21%,19.08%,22.12%,25.03%,28.72%,25.44%,24.06%,28.21%
  └─ Employee Cost %,1.67%,2.68%,2.00%,2.49%,2.59%,2.01%,1.95%,2.00%,1.95%,3.15%,2.60%,3.11%,3.62%
Operating Profit,12.03,2.72,2.45,4.42,14.44,8.97,6.64,7.36,7.13,5.23,6.79,6.52,10.89
OPM %,6.78%,1.91%,1.18%,2.36%,8.43%,4.44%,2.62%,2.89%,3.01%,3.23%,3.56%,4.14%,6.77%
Other Income,-0.24,0.29,0.66,-0.37,0.05,0.22,0.37,0.19,0.28,0.74,0.33,0.21,0.33
  └─ Other income normal,-0.24,0.29,0.66,-0.37,0.05,0.22,0.37,0.19,0.28,0.74,0.33,0.21,0.33
Interest,2.21,3.02,2.74,2.71,2.79,2.81,3.09,3.21,3.05,2.86,3.42,3.02,4.43
Depreciation,3.14,3.02,3.20,3.31,3.46,2.82,3.01,2.91,3.42,2.53,2.53,2.68,4.82
Profit before tax,6.44,-3.03,-2.83,-1.97,8.24,3.56,0.91,1.43,0.94,0.58,1.17,1.03,1.97
Tax %,11.34%,23.10%,-26.50%,46.70%,-11.29%,30.62%,51.65%,32.17%,18.09%,31.03%,48.72%,33.98%,-5.08%
Net Profit,5.71,-3.72,-2.08,-2.89,9.18,2.48,0.44,0.97,0.77,0.41,0.60,0.69,2.08
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0,-0
  └─ Profit excl Excep,6,-4,-2,-3,9,2,0,1,1,0,1,1,2
  └─ Profit for PE,6,-4,-2,-3,9,2,0,1,1,0,1,1,2
  └─ Profit for EPS,6,-4,-2,-3,9,2,0,1,1,0,1,1,2
  └─ YOY Profit Growth %,227%,-275%,-607%,-2790%,61%,167%,121%,134%,-92%,-83%,36%,-29%,166%
EPS in Rs,0.38,-0.25,-0.14,-0.19,0.61,0.16,0.03,0.06,0.05,0.03,0.04,0.05,0.14
Raw PDF,,,,,,,,,,,,,
