Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,5729,6864,6038,6549,6995,6670,7445,7819,6983,7027,7109,7080,7804
  └─ YOY Sales Growth %,24.33%,47.97%,20.92%,25.23%,22.08%,-2.82%,23.30%,19.40%,-0.17%,5.35%,-4.51%,-9.45%,11.75%
Interest,2445,2861,2966,3102,3298,3428,3562,3583,3683,3851,3816,3862,3944
Expenses,3167,3067,1701,2444,2565,1553,2781,2382,2415,2091,1651,2000,2757
  └─ Employee Cost %,22.11%,14.46%,15.78%,17.40%,19.35%,14.95%,15.34%,13.90%,14.78%,16.19%,14.75%,17.50%,14.59%
Financing Profit,118,936,1372,1003,1132,1688,1102,1854,885,1085,1642,1218,1102
Financing Margin %,2%,14%,23%,15%,16%,25%,15%,24%,13%,15%,23%,17%,14%
Other Income,1404,907,1025,1031,961,857,1368,810,2107,1472,2155,1271,1714
  └─ Other income normal,1404,907,1025,1031,961,857,1368,810,2107,1472,2155,1271,1714
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,1521,1843,2397,2034,2093,2546,2470,2664,2991,2557,3797,2489,2816
Tax %,21%,33%,42%,27%,21%,32%,25%,28%,31%,21%,15%,21%,29%
Net Profit,1223,1234,1393,1515,1672,1739,1869,1954,2094,2024,3241,1959,2013
  └─ Profit from Associates,17,0,0,34,17,0,21,25,22,0,0,0,25
  └─ Minority share,-7,-5,-8,-6,-7,-5,-8,-6,-7,-5,-11,-5,-5
  └─ Profit excl Excep,1223,1234,1393,1515,1672,1739,1869,1954,2094,2024,3241,1959,2013
  └─ Profit for PE,1217,1229,1385,1509,1665,1734,1861,1948,2087,2019,3230,1954,2007
  └─ Profit for EPS,1217,1229,1385,1509,1665,1734,1861,1948,2087,2019,3230,1954,2007
  └─ YOY Profit Growth %,66%,60%,79%,60%,37%,41%,34%,29%,25%,16%,74%,0%,-4%
EPS in Rs,1.13,1.14,1.29,1.40,1.55,1.61,1.73,1.81,1.94,1.88,3.00,1.82,1.87
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
