Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,97,84,76,61,256,74,73,74,101,105,136,141,130
  └─ YOY Sales Growth %,-39.17%,-20.61%,-30.69%,-33.59%,162.38%,-11.84%,-4.78%,21.29%,-60.57%,41.28%,86.78%,91.21%,29.17%
Expenses,122,71,83,68,1022,756,314,354,-674,115,133,380,-109
  └─ Material Cost %,97.52%,26.12%,27.35%,14.18%,372.96%,619.52%,10.97%,14.24%,29.11%,52.50%,44.42%,64.32%,43.33%
  └─ Employee Cost %,15.25%,11.55%,12.82%,16.85%,3.81%,13.52%,13.08%,13.06%,0.17%,7.37%,5.93%,5.97%,6.24%
Operating Profit,-25,14,-7,-7,-766,-682,-241,-280,775,-10,3,-239,240
OPM %,-26%,16%,-9%,-12%,-300%,-918%,-331%,-380%,768%,-9%,2%,-169%,184%
Other Income,67,7,5,10,17,10,7,31,28,12,15,-306,15
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-317.95,0.00
  └─ Other income normal,67.35,6.79,4.84,9.69,16.83,9.73,7.11,30.75,27.54,12.14,14.96,12.37,15.10
Interest,673,721,744,789,835,534,532,469,1137,740,756,429,820
Depreciation,2,2,2,2,1,2,2,2,-1,1,1,1,1
Profit before tax,-633,-702,-747,-788,-1586,-1208,-768,-720,-334,-738,-739,-974,-567
Tax %,-1%,0%,-0%,0%,-1%,-0%,-0%,-0%,46%,0%,-0%,0%,-0%
Net Profit,-627,-703,-744,-788,-1572,-1206,-767,-717,-489,-739,-739,-975,-566
  └─ Minority share,105,113,115,123,129,130,136,139,179,147,167,124,125
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-318,0
  └─ Profit excl Excep,-627,-703,-744,-788,-1572,-1206,-767,-717,-489,-739,-739,-657,-566
  └─ Profit for PE,-522,-590,-629,-665,-1443,-1076,-630,-577,-310,-592,-572,-574,-441
  └─ Profit for EPS,-522,-590,-629,-665,-1443,-1076,-630,-577,-310,-592,-572,-851,-441
  └─ YOY Profit Growth %,-72%,50%,-16%,-20%,-176%,-82%,-0%,13%,79%,45%,9%,1%,-42%
EPS in Rs,-2.00,-2.25,-2.40,-2.54,-5.52,-4.11,-2.41,-2.21,-1.18,-2.26,-2.19,-3.25,-1.69
Raw PDF,,,,,,,,,,,,,
