Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2183,2628,2982,3467,3298,4104,4157,4657,4217,4883,4818,5345,5028
  └─ YOY Sales Growth %,64.26%,45.77%,52.73%,50.50%,51.08%,56.16%,39.37%,34.33%,27.88%,18.98%,15.90%,14.79%,19.23%
Expenses,1980,2261,2526,2838,2828,3491,3511,3809,3566,4036,4002,4264,4117
  └─ Material Cost %,61%,57%,56%,56%,56%,55%,57%,56%,58%,56%,57%,55%,56%
  └─ Employee Cost %,8%,8%,8%,8%,10%,8%,8%,7%,8%,7%,7%,6%,7%
Operating Profit,203,367,457,629,470,613,646,847,651,848,816,1081,911
OPM %,9%,14%,15%,18%,14%,15%,16%,18%,15%,17%,17%,20%,18%
Other Income,89,79,105,110,695,101,51,80,74,50,28,5,28
  └─ Exceptional items,-3.00,0.00,0.00,0.00,576.07,0.00,0.00,0.00,0.00,0.00,0.00,-26.11,0.00
  └─ Other income normal,91.91,78.61,105.42,110.01,118.80,100.91,51.04,79.87,74.34,49.80,27.55,30.66,27.91
Interest,92,92,95,99,33,32,33,37,38,40,42,43,44
Depreciation,137,141,152,165,213,181,197,245,272,293,325,367,377
Profit before tax,64,212,314,475,919,501,467,646,416,565,477,676,519
Tax %,30%,21%,27%,22%,23%,22%,28%,23%,25%,25%,22%,25%,20%
Net Profit,45,167,228,371,712,391,335,497,312,425,373,510,413
  └─ Minority share,9,7,7,4,-8,1,4,1,7,5,3,3,-13
  └─ Exceptional items AT,-2,0,0,0,446,0,0,0,0,0,0,-20,0
  └─ Profit excl Excep,47,167,228,371,266,391,335,497,312,425,373,530,413
  └─ Profit for PE,56,173,235,374,263,393,339,497,318,430,377,532,400
  └─ Profit for EPS,54,173,235,374,704,393,339,497,318,430,377,513,400
  └─ YOY Profit Growth %,35006%,33%,152%,124%,368%,126%,44%,33%,21%,9%,11%,7%,26%
EPS in Rs,1.01,3.25,4.40,7.02,13.21,7.36,6.35,9.33,5.97,8.06,7.07,9.62,7.51
Raw PDF,,,,,,,,,,,,,
