Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1328,1684,1313,1775,1524,1927,1335,1805,1664,1739,1591,1940,1913
  └─ YOY Sales Growth %,7.89%,19.54%,6.96%,19.76%,14.79%,14.44%,1.69%,1.72%,9.18%,-9.72%,19.14%,7.46%,14.96%
Expenses,1237,1554,1217,1659,1417,1767,1253,1703,1557,1629,1509,1821,1785
  └─ Material Cost %,86%,85%,85%,86%,86%,84%,85%,86%,85%,85%,86%,86%,85%
  └─ Employee Cost %,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
Operating Profit,91,130,97,115,108,160,82,102,107,110,82,118,129
OPM %,7%,8%,7%,6%,7%,8%,6%,6%,6%,6%,5%,6%,7%
Other Income,5,2,2,2,3,2,2,2,2,-7,17,-0,6
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.17,15.19,-4.26,4.09
  └─ Other income normal,5.46,2.50,2.48,2.12,2.97,2.18,2.39,2.46,2.12,1.26,1.67,3.80,1.46
Interest,27,27,23,29,28,29,22,30,36,37,39,38,40
Depreciation,23,25,25,26,29,30,31,30,35,37,38,40,41
Profit before tax,46,81,50,62,53,103,31,44,38,29,22,39,53
Tax %,22%,25%,25%,26%,24%,25%,25%,24%,29%,25%,25%,25%,26%
Net Profit,36,60,37,46,41,77,23,34,27,22,16,30,40
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.11,9.85,-2.71,2.90
  └─ Profit excl Excep,36.11,60.26,37.38,45.77,40.55,76.91,23.41,33.50,26.66,26.73,6.29,32.36,36.83
  └─ Profit for PE,36.11,60.26,37.38,45.77,40.55,76.91,23.41,33.50,26.66,26.73,6.29,32.36,36.83
  └─ Profit for EPS,36.11,60.26,37.38,45.77,40.55,76.91,23.41,33.50,26.66,21.62,16.14,29.65,39.73
  └─ YOY Profit Growth %,2.18%,48.20%,54.91%,109.00%,12.30%,27.63%,-37.37%,-26.81%,-34.25%,-65.25%,-73.13%,-3.40%,38.15%
EPS in Rs,0.94,1.57,0.97,1.19,1.05,2.00,0.61,0.87,0.69,0.56,0.42,0.77,1.03
Raw PDF,,,,,,,,,,,,,
