Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,199,235,238,216,244,279,268,276,265,296,285,272,287
  └─ YOY Sales Growth %,22.40%,16.76%,17.93%,6.71%,22.74%,18.43%,12.42%,27.58%,8.46%,6.29%,6.69%,-1.27%,8.52%
Expenses,173,192,185,174,205,234,235,242,244,255,244,242,258
  └─ Material Cost %,5.96%,7.86%,5.60%,6.96%,6.84%,8.86%,9.72%,9.96%,13.76%,12.89%,12.36%,12.62%,15.13%
  └─ Employee Cost %,20.95%,16.65%,16.20%,17.48%,16.35%,16.08%,17.61%,17.35%,16.92%,15.69%,15.84%,17.28%,17.24%
Operating Profit,26,43,53,42,39,45,33,34,21,42,42,30,29
OPM %,13%,18%,22%,20%,16%,16%,12%,12%,8%,14%,15%,11%,10%
Other Income,9,5,5,5,5,10,7,5,5,7,4,7,8
  └─ Other income normal,9.18,4.53,5.38,4.52,4.99,9.70,7.16,5.42,5.32,7.01,4.48,7.23,8.08
Interest,3,3,3,4,6,8,9,11,11,9,10,11,9
Depreciation,13,12,12,12,16,16,17,16,16,17,17,18,18
Profit before tax,19,33,43,31,22,30,14,12,-1,23,19,9,10
Tax %,28%,37%,35%,38%,26%,52%,83%,124%,1547%,66%,62%,86%,-92%
Net Profit,14,21,28,19,16,15,2,-3,-12,8,7,1,18
  └─ Minority share,0,0,0,0,1,1,1,1,1,1,1,0,-0
  └─ Profit excl Excep,14,21,28,19,16,15,2,-3,-12,8,7,1,18
  └─ Profit for PE,14,21,28,19,17,16,3,-2,-11,9,8,2,18
  └─ Profit for EPS,14,21,28,19,17,16,3,-2,-11,9,8,2,18
  └─ YOY Profit Growth %,36%,4%,50%,25%,19%,-25%,-88%,-109%,-166%,-43%,147%,198%,266%
EPS in Rs,1.29,1.93,2.55,1.77,1.54,1.45,0.31,-0.17,-1.02,0.83,0.78,0.16,1.70
Raw PDF,,,,,,,,,,,,,
