Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,608,363,185,153,552,602,260,952,1321,1135,1232,1209,1511
  └─ YOY Sales Growth %,-15.15%,-44.37%,-61.38%,-60.55%,-9.21%,65.96%,40.82%,522.06%,139.46%,88.70%,373.52%,27.05%,14.39%
Expenses,372,305,147,136,344,411,223,712,1005,836,960,959,1125
  └─ Material Cost %,32.06%,35.11%,2.22%,-3.27%,9.44%,26.86%,18.14%,38.82%,40.40%,38.43%,45.14%,42.48%,41.49%
  └─ Employee Cost %,5.66%,13.73%,18.35%,25.85%,8.72%,5.99%,16.93%,6.43%,5.20%,6.68%,5.64%,6.24%,6.01%
Operating Profit,235,58,37,17,208,191,38,240,316,299,273,251,387
OPM %,39%,16%,20%,11%,38%,32%,14%,25%,24%,26%,22%,21%,26%
Other Income,17,19,18,15,31,23,25,20,9,15,12,-4,20
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-32.27,0.00
  └─ Other income normal,16.75,18.52,17.81,15.44,30.90,23.06,25.15,19.89,9.02,14.78,12.43,27.86,19.50
Interest,7,6,5,5,4,4,5,41,67,54,57,46,55
Depreciation,16,14,14,15,15,14,14,38,54,51,53,54,54
Profit before tax,229,57,36,13,219,196,43,180,204,209,175,147,297
Tax %,24%,29%,26%,25%,26%,25%,26%,23%,23%,20%,21%,21%,20%
Net Profit,174,40,27,9,164,144,32,137,156,167,139,116,236
  └─ Profit from Associates,-0,-0,0,-1,1,-2,-0,-1,-1,0,0,-1,-0
  └─ Minority share,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-24,0
  └─ Profit excl Excep,174,40,27,9,164,144,32,137,156,167,139,140,236
  └─ Profit for PE,174,40,27,9,164,144,32,137,156,167,139,140,236
  └─ Profit for EPS,174,40,27,9,164,144,32,137,156,167,139,116,236
  └─ YOY Profit Growth %,-26%,18%,23%,-78%,-6%,263%,19%,1414%,-5%,15%,331%,2%,51%
EPS in Rs,3.58,0.82,0.56,0.19,3.37,2.97,0.66,2.83,3.21,3.43,2.85,2.38,4.85
Raw PDF,,,,,,,,,,,,,
