Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,90.57,251.17,169.17,113.89,122.93,169.50,170.49,165.76,153.26,208.23,175.08,169.08,105.99
  └─ YOY Sales Growth %,-14.45%,83.35%,5.88%,-39.48%,35.73%,-32.52%,0.78%,45.54%,24.67%,22.85%,2.69%,2.00%,-30.84%
Expenses,85.77,224.52,154.12,105.35,103.42,150.43,155.82,141.44,129.63,182.19,156.77,146.44,86.22
  └─ Material Cost %,57.35%,80.10%,79.04%,69.65%,58.02%,74.63%,74.75%,63.69%,56.78%,75.14%,74.17%,67.36%,46.88%
  └─ Employee Cost %,6.04%,1.82%,2.70%,4.86%,4.58%,2.80%,2.75%,3.64%,4.22%,2.48%,3.29%,4.19%,6.36%
Operating Profit,4.80,26.65,15.05,8.54,19.51,19.07,14.67,24.32,23.63,26.04,18.31,22.64,19.77
OPM %,5.30%,10.61%,8.90%,7.50%,15.87%,11.25%,8.60%,14.67%,15.42%,12.51%,10.46%,13.39%,18.65%
Other Income,4.38,1.11,1.61,2.74,3.03,1.78,2.00,1.40,2.19,2.09,3.71,11.54,2.17
  └─ Other income normal,4.38,1.11,1.61,2.74,3.03,1.78,2.00,1.40,2.19,2.09,3.71,11.54,2.17
Interest,3.62,5.32,3.99,2.27,4.96,5.70,5.17,2.66,4.64,5.05,2.70,1.05,2.90
Depreciation,5.05,5.72,5.46,5.69,5.72,5.32,5.30,5.26,6.09,5.20,5.30,5.34,6.17
Profit before tax,0.51,16.72,7.21,3.32,11.86,9.83,6.20,17.80,15.09,17.88,14.02,27.79,12.87
Tax %,-25.49%,27.09%,23.02%,18.98%,35.41%,28.69%,21.94%,28.99%,26.71%,26.57%,25.39%,25.91%,28.21%
Net Profit,0.64,12.19,5.55,2.69,7.66,7.01,4.84,12.64,11.06,13.13,10.46,20.59,9.24
  └─ Profit excl Excep,0.64,12.19,5.55,2.69,7.66,7.01,4.84,12.64,11.06,13.13,10.46,20.59,9.24
  └─ Profit for PE,0.64,12.19,5.55,2.69,7.66,7.01,4.84,12.64,11.06,13.13,10.46,20.59,9.24
  └─ Profit for EPS,0.64,12.19,5.55,2.69,7.66,7.01,4.84,12.64,11.06,13.13,10.46,20.59,9.24
  └─ YOY Profit Growth %,-90.64%,260.65%,258.06%,-84.75%,1096.88%,-42.49%,-12.79%,369.89%,44.39%,87.30%,116.12%,62.90%,-16.46%
EPS in Rs,0.07,1.32,0.60,0.29,0.83,0.76,0.53,1.37,1.20,1.43,1.14,2.24,1.00
Raw PDF,,,,,,,,,,,,,
