Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,280,316,332,392,443,472,513,535,541,592,631,642,647
  └─ YOY Sales Growth %,29.75%,98.36%,32.06%,47.59%,57.98%,49.24%,54.34%,36.29%,22.16%,25.56%,23.00%,20.00%,19.64%
Expenses,206,257,252,302,338,369,400,401,398,442,463,472,479
  └─ Material Cost %,68%,76%,72%,73%,71%,74%,74%,71%,70%,72%,70%,69%,69%
  └─ Employee Cost %,2%,2%,1%,1%,1%,1%,1%,1%,1%,1%,1%,2%,2%
Operating Profit,74,60,80,90,104,103,113,134,142,151,168,170,167
OPM %,26%,19%,24%,23%,24%,22%,22%,25%,26%,25%,27%,26%,26%
Other Income,10,10,9,9,11,10,11,9,10,10,10,19,29
  └─ Other income normal,9.74,9.61,8.55,8.75,10.53,9.83,10.90,9.33,10.25,9.99,10.10,18.79,28.60
Interest,10,7,8,8,11,4,2,3,3,2,3,3,4
Depreciation,4,4,4,5,5,5,8,8,9,8,11,13,17
Profit before tax,69,57,76,86,99,104,114,132,141,150,164,172,175
Tax %,33%,16%,23%,19%,11%,14%,8%,17%,16%,17%,17%,17%,15%
Net Profit,48,50,60,71,84,91,106,110,119,126,138,144,149
  └─ Profit from Associates,2,2,2,2,-4,1,1,1,1,1,1,2,-1
  └─ Minority share,1,1,-0,0,-6,-0,-0,-0,-0,-0,-0,0,-2
  └─ Profit excl Excep,48,50,60,71,84,91,106,110,119,126,138,144,149
  └─ Profit for PE,49,51,60,72,78,91,106,110,119,126,138,144,147
  └─ Profit for EPS,49,51,60,72,78,91,106,110,119,126,138,144,147
  └─ YOY Profit Growth %,118%,105%,79%,57%,59%,80%,76%,54%,51%,38%,31%,31%,24%
EPS in Rs,1.52,1.56,1.85,2.22,2.29,2.66,3.09,3.23,3.46,3.67,4.02,4.01,4.07
Raw PDF,,,,,,,,,,,,,
