Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,613,648,735,841,929,949,1053,1034,1120,1123,1135,1104,1269
  └─ YOY Sales Growth %,,40.60%,30.66%,45.30%,51.57%,46.58%,43.23%,23.04%,20.56%,18.24%,7.75%,6.75%,13.34%
Expenses,378,357,375,396,464,457,488,453,545,511,541,497,641
  └─ Employee Cost %,31.86%,30.14%,28.95%,27.62%,26.98%,29.13%,27.82%,27.90%,27.49%,27.36%,27.67%,26.73%,27.23%
Operating Profit,235,290,360,445,465,493,565,582,575,612,593,607,629
OPM %,38%,45%,49%,53%,50%,52%,54%,56%,51%,54%,52%,55%,50%
Other Income,7,4,3,2,0,7,4,1,9,3,8,2,20
  └─ Other income normal,6.85,3.65,2.60,1.82,0.19,6.67,3.74,1.22,8.72,3.48,7.82,1.79,20.28
Interest,99,119,147,171,183,183,200,225,215,240,237,242,258
Depreciation,31,22,24,45,45,20,21,24,29,24,25,27,36
Profit before tax,112,153,191,231,237,297,347,334,340,351,339,340,355
Tax %,24%,19%,24%,24%,24%,26%,26%,25%,25%,25%,25%,25%,24%
Net Profit,85,123,145,176,181,221,257,252,255,264,254,254,269
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,85,123,145,176,181,221,257,252,255,264,254,254,269
  └─ Profit for PE,85,123,145,176,181,221,258,252,255,264,254,254,269
  └─ Profit for EPS,85,123,145,176,181,221,258,252,255,264,254,254,269
  └─ YOY Profit Growth %,,162%,70%,102%,112%,80%,77%,43%,41%,19%,-1%,1%,5%
EPS in Rs,,7.02,8.28,10.01,10.24,12.49,14.43,14.05,14.20,14.66,14.09,13.96,14.79
Raw PDF,,,,,,,,,,,,,
