Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,184,161,164,155,118,180,199,220,240,256,280,319,305
  └─ YOY Sales Growth %,24.60%,0.69%,17.14%,-7.04%,-36.05%,11.74%,21.09%,41.40%,104.37%,42.28%,40.90%,45.11%,27.03%
Expenses,124,116,118,124,107,137,145,155,161,175,192,207,222
  └─ Material Cost %,47%,48%,46%,59%,65%,57%,54%,52%,51%,52%,51%,48%,56%
  └─ Employee Cost %,5%,5%,7%,6%,10%,6%,5%,5%,4%,5%,5%,5%,6%
Operating Profit,60,45,46,31,10,43,54,65,80,81,88,112,83
OPM %,32%,28%,28%,20%,9%,24%,27%,29%,33%,32%,31%,35%,27%
Other Income,1,2,14,5,4,9,8,11,2,-0,6,-4,10
  └─ Exceptional items,0.00,0.00,0.00,-6.37,-7.39,-3.00,-3.33,-2.69,-2.85,-2.63,-2.68,-2.34,-1.33
  └─ Other income normal,0.59,2.26,14.14,11.26,11.55,11.96,10.97,13.64,5.07,2.57,8.69,-1.55,11.22
Interest,1,1,2,2,4,3,2,3,5,5,3,4,6
Depreciation,7,9,10,10,10,10,11,11,13,14,17,17,18
Profit before tax,52,37,49,24,0,39,49,61,64,62,74,87,68
Tax %,28%,19%,25%,27%,486%,24%,28%,29%,21%,24%,27%,26%,21%
Net Profit,38,30,37,17,-1,30,35,43,50,47,54,64,54
  └─ Exceptional items AT,0,0,0,-5,-3,-2,-2,-2,-2,-2,-2,-2,-1
  └─ Profit excl Excep,38,30,37,22,1,32,37,45,53,49,56,66,55
  └─ Profit for PE,38,30,37,22,1,32,37,45,53,49,56,66,55
  └─ Profit for EPS,38,30,37,17,-1,30,35,43,50,47,54,64,54
  └─ YOY Profit Growth %,44%,-3%,35%,-37%,-97%,8%,1%,105%,4766%,52%,50%,46%,5%
EPS in Rs,3.02,2.25,2.77,1.31,-0.11,2.26,2.63,3.27,3.79,3.55,4.07,4.86,4.07
Raw PDF,,,,,,,,,,,,,
