Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,807,841,929,955,974,1002,1086,1050,1000,1078,1197,1186,1182
  └─ YOY Sales Growth %,-70.42%,-68.40%,-67.00%,-70.09%,20.65%,19.10%,16.89%,9.97%,2.75%,7.59%,10.20%,12.95%,18.20%
Expenses,687,722,787,805,817,841,869,864,818,876,961,983,958
  └─ Material Cost %,25.52%,25.99%,25.42%,24.00%,23.81%,22.82%,21.86%,23.53%,22.52%,22.93%,22.64%,22.56%,22.26%
  └─ Employee Cost %,17.51%,18.50%,18.52%,18.57%,17.55%,19.01%,17.80%,18.45%,18.29%,18.07%,17.70%,18.67%,18.61%
Operating Profit,120,119,142,149,156,161,217,186,182,202,236,202,224
OPM %,15%,14%,15%,16%,16%,16%,20%,18%,18%,19%,20%,17%,19%
Other Income,149,-17,-64,153,-40,5120,35,9,5,29,28,-0,37
  └─ Exceptional items,133.32,-24.83,-68.23,143.86,-43.91,5071.20,0.00,-23.72,-26.42,-4.39,-0.36,-28.29,0.33
  └─ Other income normal,15.29,7.79,3.78,9.20,4.08,48.72,35.24,32.99,31.28,33.18,28.25,27.97,36.20
Interest,25,25,30,25,30,29,31,31,32,31,31,31,30
Depreciation,54,51,54,57,58,60,62,62,64,63,66,68,67
Profit before tax,190,26,-7,220,28,5191,159,102,91,136,167,103,163
Tax %,4%,24%,120%,5%,108%,1%,33%,37%,6%,31%,27%,43%,6%
Net Profit,183,20,-15,209,-2,5152,106,64,86,94,121,59,154
  └─ Minority share,-12,-15,-15,-30,-22,-7,-9,-8,-7,-8,-11,-6,-13
  └─ Exceptional items AT,133,-25,-68,144,-44,5071,0,-15,-21,-3,-0,-12,0
  └─ Profit excl Excep,49,45,53,65,42,81,106,79,107,97,122,71,153
  └─ Profit for PE,46,11,37,56,20,81,97,70,99,88,110,63,140
  └─ Profit for EPS,171,5,-31,179,-24,5145,97,57,79,86,110,52,140
  └─ YOY Profit Growth %,-80%,-84%,-19%,-60%,-57%,633%,159%,25%,396%,9%,14%,-10%,42%
EPS in Rs,3.42,0.10,-0.62,3.59,-0.48,103.00,1.94,1.14,1.58,1.65,2.12,1.01,2.71
Raw PDF,,,,,,,,,,,,,
