Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,309,354,402,330,283,371,373,361,374,347,379,390,440
  └─ YOY Sales Growth %,,108.55%,137.30%,34.29%,-8.39%,4.60%,-7.11%,9.54%,31.94%,-6.53%,1.55%,8.01%,17.77%
Expenses,275,328,369,310,309,349,344,372,358,284,260,268,304
  └─ Material Cost %,15.01%,25.94%,28.42%,24.75%,26.41%,27.51%,21.84%,27.88%,38.42%,27.84%,20.71%,23.77%,25.72%
  └─ Employee Cost %,18.85%,15.84%,13.47%,16.45%,18.96%,15.52%,14.59%,14.82%,11.88%,10.49%,5.81%,6.19%,6.42%
Operating Profit,34,26,32,20,-26,22,29,-10,15,63,118,123,136
OPM %,11%,7%,8%,6%,-9%,6%,8%,-3%,4%,18%,31%,31%,31%
Other Income,5,8,37,4,5,4,5,15,12,-216,-6,25,9
  └─ Exceptional items,0.00,0.00,32.34,0.04,0.06,0.00,0.00,0.00,0.00,-222.31,-7.75,16.66,0.00
  └─ Other income normal,4.74,8.21,5.12,3.84,5.06,3.53,5.25,15.07,11.91,6.43,1.81,7.90,8.94
Interest,5,9,10,7,3,7,10,5,10,4,4,3,3
Depreciation,20,32,31,35,34,34,33,32,36,30,22,22,21
Profit before tax,14,-7,29,-18,-57,-16,-8,-32,-18,-187,87,122,120
Tax %,27%,71%,-4%,-13%,-7%,-9%,58%,-6%,60%,9%,29%,18%,-41%
Net Profit,10,-12,30,-16,-53,-14,-13,-30,-30,-203,62,100,169
  └─ Minority share,-0,3,-5,0,5,1,3,3,9,37,-35,-0,0
  └─ Exceptional items AT,0,0,30,0,0,0,0,0,0,-203,-5,13,0
  └─ Profit excl Excep,10,-12,1,-16,-53,-14,-13,-30,-30,-1,67,87,169
  └─ Profit for PE,10,-8,1,-16,-48,-13,-10,-27,-20,-1,29,87,169
  └─ Profit for EPS,10,-8,25,-16,-48,-13,-10,-27,-20,-167,26,100,169
  └─ YOY Profit Growth %,,-128%,-98%,-398%,-576%,-56%,-1770%,-71%,58%,96%,395%,425%,941%
EPS in Rs,0.77,-0.64,1.92,-1.19,-3.68,-0.99,-0.75,-2.05,-1.52,-12.52,1.98,7.14,12.07
Raw PDF,,,,,,,,,,,,,
