Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,828,678,460,532,1077,1321,671,968,1910,1504,655,1412,1717
  └─ YOY Sales Growth %,61.21%,26.25%,37.21%,15.77%,29.98%,94.90%,45.80%,81.94%,77.40%,13.87%,-2.37%,45.93%,-10.11%
Expenses,752,612,423,490,960,1190,615,883,1698,1383,625,1295,1598
  └─ Material Cost %,82%,82%,79%,80%,80%,82%,78%,78%,81%,82%,78%,82%,84%
  └─ Employee Cost %,5%,5%,8%,7%,5%,5%,8%,7%,5%,5%,8%,6%,5%
Operating Profit,76,66,38,42,116,131,56,85,212,121,30,117,119
OPM %,9%,10%,8%,8%,11%,10%,8%,9%,11%,8%,5%,8%,7%
Other Income,1,1,3,5,3,4,4,7,20,18,15,9,13
  └─ Other income normal,1.17,1.30,3.29,5.04,3.39,3.91,4.14,7.20,19.86,18.18,14.59,9.23,12.79
Interest,18,14,12,10,16,18,15,22,33,34,17,25,26
Depreciation,10,11,11,11,14,15,15,16,19,21,22,22,24
Profit before tax,49,42,18,26,91,101,30,54,180,85,6,79,82
Tax %,18%,20%,30%,26%,21%,16%,35%,25%,19%,21%,62%,24%,22%
Net Profit,40,34,12,19,70,84,19,40,145,67,3,62,65
  └─ Profit from Associates,0,0,-0,-0,-2,-1,-0,-1,-1,0,0,2,1
  └─ Profit excl Excep,40,34,12,19,70,84,19,40,145,67,3,62,65
  └─ Profit for PE,40,34,12,19,70,84,19,40,145,67,3,62,65
  └─ Profit for EPS,40,34,12,19,70,84,19,40,145,67,3,62,65
  └─ YOY Profit Growth %,46%,106%,72%,40%,73%,148%,56%,106%,109%,-20%,-86%,57%,-55%
EPS in Rs,1.77,1.49,0.48,0.74,2.67,3.21,0.74,1.40,5.13,2.36,0.10,2.17,2.27
Raw PDF,,,,,,,,,,,,,
