Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1017,1098,1199,1257,1318,1365,1471,1478,1528,1539,1588,1617,1711
  └─ YOY Sales Growth %,56.09%,60.07%,61.00%,37.06%,29.53%,24.33%,22.70%,17.58%,15.98%,12.76%,7.90%,9.44%,11.95%
Expenses,835,884,959,998,1045,1077,1174,1172,1205,1244,1290,1306,1394
  └─ Material Cost %,2%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,2%,1%
  └─ Employee Cost %,63%,65%,65%,63%,63%,64%,64%,63%,62%,63%,62%,62%,61%
Operating Profit,182,214,240,259,272,288,297,306,323,295,298,311,317
OPM %,18%,19%,20%,21%,21%,21%,20%,21%,21%,19%,19%,19%,18%
Other Income,7,22,9,19,17,54,52,19,60,16,24,-26,12
  └─ Exceptional items,-0.05,0.28,0.87,1.40,0.74,0.00,0.00,0.00,0.00,0.00,0.00,-59.71,0.00
  └─ Other income normal,6.77,21.23,8.60,17.39,15.89,54.44,51.90,19.48,60.30,15.96,23.58,34.14,12.06
Interest,11,14,14,16,12,13,10,10,9,12,16,23,22
Depreciation,42,45,48,50,53,53,56,58,58,63,75,81,82
Profit before tax,136,177,188,212,224,277,283,257,316,236,231,181,225
Tax %,18%,24%,25%,26%,26%,26%,28%,27%,23%,27%,27%,26%,27%
Net Profit,112,134,141,157,166,204,204,187,245,172,169,133,163
  └─ Minority share,0,-0,-1,-1,-2,0,0,0,0,0,0,-0,0
  └─ Exceptional items AT,-0,0,1,1,1,0,0,0,0,0,0,-42,0
  └─ Profit excl Excep,112,134,141,156,165,204,204,187,245,172,169,175,163
  └─ Profit for PE,112,134,140,154,164,204,204,187,245,172,169,175,163
  └─ Profit for EPS,112,134,141,155,164,204,204,187,245,172,169,133,163
  └─ YOY Profit Growth %,42%,57%,68%,50%,47%,53%,45%,21%,49%,-16%,-17%,-6%,-33%
EPS in Rs,4.07,4.89,5.14,5.67,6.00,7.45,7.43,6.82,8.93,6.27,6.17,4.86,5.95
Raw PDF,,,,,,,,,,,,,
