Metric,Mar 2026
Sales,3.10
Expenses,2.58
  └─ Material Cost %,-1.94%
  └─ Employee Cost %,33.23%
Operating Profit,0.52
OPM %,16.77%
Other Income,0.07
  └─ Other income normal,0.07
Interest,0.15
Depreciation,0.23
Profit before tax,0.21
Tax %,52.38%
Net Profit,0.09
  └─ Profit excl Excep,0.09
  └─ Profit for PE,0.09
  └─ Profit for EPS,0.09
EPS in Rs,0.08
Raw PDF,
