Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,5253,4627,4160,4101,3670,4094,3934,3676,3768,4401,4476,4301,4521
  └─ YOY Sales Growth %,18.41%,-16.49%,-25.40%,-24.85%,-30.14%,-11.52%,-5.43%,-10.36%,2.66%,7.50%,13.76%,17.00%,19.98%
Expenses,4720,3982,3794,4712,3328,3725,3718,3330,3388,3772,3849,3800,3824
  └─ Material Cost %,63%,58%,62%,61%,56%,56%,59%,59%,56%,57%,57%,57%,54%
  └─ Employee Cost %,6%,7%,8%,8%,9%,10%,9%,8%,8%,7%,7%,8%,8%
Operating Profit,534,645,366,-612,342,369,216,346,380,629,627,501,697
OPM %,10%,14%,9%,-15%,9%,9%,6%,9%,10%,14%,14%,12%,15%
Other Income,25,33,49,73,54,59,99,37,25,28,37,51,46
  └─ Other income normal,24.80,33.32,48.66,73.09,53.66,58.71,98.86,36.73,25.32,27.52,37.41,50.54,46.13
Interest,163,169,242,245,235,245,234,227,224,228,237,232,238
Depreciation,193,196,193,195,195,186,189,237,207,225,236,254,249
Profit before tax,203,313,-20,-979,-34,-2,-108,-82,-26,204,191,66,256
Tax %,30%,34%,237%,10%,244%,1912%,44%,63%,344%,59%,32%,43%,38%
Net Profit,142,207,-66,-1079,-116,-45,-155,-134,-115,83,130,38,158
  └─ Minority share,-37,-41,-24,-40,-29,-33,-24,-28,-23,-22,-24,-24,-36
  └─ Profit excl Excep,142,207,-66,-1079,-116,-45,-155,-134,-115,83,130,38,158
  └─ Profit for PE,105,166,-90,-1119,-146,-78,-179,-161,-138,61,106,14,121
  └─ Profit for EPS,105,166,-90,-1119,-146,-78,-179,-161,-138,61,106,14,121
  └─ YOY Profit Growth %,-62%,-75%,-122%,-1350%,-238%,-147%,-99%,86%,6%,178%,159%,108%,188%
EPS in Rs,3.13,4.92,-2.68,-33.26,-4.34,-2.32,-5.33,-4.80,-4.09,1.80,3.15,0.40,3.61
Raw PDF,,,,,,,,,,,,,
