Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,836,826,865,996,891,906,891,1049,963,904,799,1152,925
  └─ YOY Sales Growth %,8.51%,6.77%,6.28%,1.38%,6.61%,9.74%,2.97%,5.34%,8.06%,-0.22%,-10.34%,9.75%,-3.94%
Expenses,636,636,632,682,682,692,645,715,744,692,622,768,739
  └─ Material Cost %,36.86%,34.59%,29.92%,31.24%,34.22%,32.33%,29.31%,29.71%,34.10%,30.58%,28.98%,29.37%,31.56%
  └─ Employee Cost %,11.01%,12.28%,11.75%,10.25%,10.15%,12.26%,12.67%,10.72%,11.49%,13.21%,15.18%,10.55%,12.64%
Operating Profit,199,190,233,314,209,214,246,334,219,212,177,384,186
OPM %,24%,23%,27%,32%,24%,24%,28%,32%,23%,23%,22%,33%,20%
Other Income,14,8,11,11,11,10,22,15,21,22,21,9,23
  └─ Exceptional items,0.00,0.00,0.00,-5.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.15,0.00
  └─ Other income normal,13.75,8.28,11.11,16.71,10.70,10.46,21.56,14.93,21.16,21.59,21.37,19.24,23.18
Interest,1,2,2,3,3,2,2,2,3,2,3,3,3
Depreciation,64,46,46,46,48,44,45,46,44,44,45,45,42
Profit before tax,148,150,196,276,169,178,220,301,194,187,150,345,164
Tax %,4%,9%,8%,6%,13%,16%,4%,7%,16%,12%,1%,7%,13%
Net Profit,142,137,180,261,147,151,211,279,162,164,148,319,143
  └─ Minority share,3,1,-1,-2,2,2,2,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,-6,0,0,0,0,0,0,0,-9,0
  └─ Profit excl Excep,142,137,180,266,147,151,211,279,162,164,148,329,143
  └─ Profit for PE,144,138,178,264,149,153,213,279,162,164,148,329,143
  └─ Profit for EPS,144,138,178,258,149,153,213,279,162,164,148,319,143
  └─ YOY Profit Growth %,-60%,87%,-3%,11%,3%,11%,19%,6%,9%,8%,-30%,18%,-12%
EPS in Rs,3.27,3.14,4.09,5.92,3.41,3.50,4.87,6.39,3.72,3.76,3.40,7.32,3.28
Raw PDF,,,,,,,,,,,,,
