Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,57,57,47,60,52,51,55,61,65,56,86,78,69
  └─ YOY Sales Growth %,26.03%,-8.45%,-23.30%,-16.27%,-7.69%,-10.09%,16.44%,1.95%,23.10%,10.50%,55.62%,27.52%,6.40%
Expenses,51,34,34,40,41,34,37,46,68,50,77,59,71
  └─ Material Cost %,13.29%,2.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.53%,0.00%
  └─ Employee Cost %,13.20%,15.61%,18.59%,12.73%,16.59%,19.19%,20.01%,21.28%,21.55%,22.97%,17.01%,18.32%,22.46%
Operating Profit,6,23,13,20,12,17,19,16,-3,6,9,19,-3
OPM %,11%,40%,27%,33%,22%,33%,34%,26%,-5%,11%,10%,24%,-4%
Other Income,14,0,13,-2,31,7,9,12,19,42,44,23,50
  └─ Exceptional items,-0,-1,2,-2,-1,3,-0,-1,-2,0,0,-1,-0
  └─ Other income normal,15,2,11,1,32,4,9,13,21,42,44,24,51
Interest,8,5,7,5,9,6,5,4,4,4,1,2,2
Depreciation,14,13,13,13,13,13,13,13,0,11,10,0,0
Profit before tax,-1,5,6,0,20,5,10,10,11,33,41,39,45
Tax %,84%,47%,8%,944%,-4%,17%,37%,50%,43%,32%,31%,37%,38%
Net Profit,-2,3,6,-1,21,4,6,5,6,22,28,25,28
  └─ Minority share,1,-0,0,-0,1,-0,0,-1,-1,-0,-0,0,-1
  └─ Exceptional items AT,1,-1,2,-2,-1,3,-0,-1,-2,0,0,-1,-0
  └─ Profit excl Excep,-3,4,3,1,22,1,6,6,8,22,28,26,29
  └─ Profit for PE,-1,4,3,1,22,1,6,5,7,22,28,26,28
  └─ Profit for EPS,-1,2,6,-2,21,4,6,4,6,22,28,25,28
  └─ YOY Profit Growth %,58%,131%,192%,-93%,2802%,-76%,89%,656%,-67%,2487%,335%,462%,288%
EPS in Rs,-0.02,0.08,0.20,-0.05,0.73,0.13,0.18,0.11,0.15,0.60,0.76,0.66,0.69
Raw PDF,,,,,,,,,,,,,
