Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,445,401,371,342,361,384,177,180,431,201,210,266,304
  └─ YOY Sales Growth %,17.76%,3.79%,2.64%,-11.33%,-18.77%,-4.20%,-52.46%,-47.23%,19.39%,-47.58%,18.84%,47.39%,-29.44%
Expenses,422,391,365,339,333,382,176,165,414,183,204,246,277
  └─ Material Cost %,71%,71%,70%,67%,63%,71%,73%,67%,68%,70%,70%,74%,73%
  └─ Employee Cost %,13%,15%,16%,16%,16%,15%,8%,8%,14%,7%,7%,6%,5%
Operating Profit,23,10,6,3,29,2,0,15,17,18,6,20,27
OPM %,5%,3%,2%,1%,8%,0%,0%,8%,4%,9%,3%,7%,9%
Other Income,-0,13,-0,8,0,2,6,-26,-27,-13,106,2,7
  └─ Exceptional items,0.00,-2.47,0.29,-0.54,-0.25,1.06,-5.73,-26.56,-29.60,-13.23,94.05,0.00,0.00
  └─ Other income normal,-0.08,15.38,-0.69,8.47,0.52,1.08,11.88,1.06,2.61,0.55,12.30,2.39,7.21
Interest,11,11,12,9,12,11,8,8,12,7,9,8,8
Depreciation,15,15,15,15,15,15,8,8,16,9,9,9,9
Profit before tax,-3,-2,-21,-13,2,-22,-9,-27,-38,-10,95,6,17
Tax %,-70%,67%,-3%,14%,816%,4%,77%,6%,5%,32%,4%,38%,-86%
Net Profit,-1,-4,-21,-15,-16,-23,-16,-29,-40,-14,92,4,32
  └─ Minority share,-1,1,2,7,6,6,3,12,4,6,2,0,0
  └─ Exceptional items AT,0,-2,0,-1,-0,1,-6,-27,-28,-13,94,0,0
  └─ Profit excl Excep,-1,-1,-21,-15,-15,-24,-11,-2,-12,-1,-2,4,32
  └─ Profit for PE,-2,-1,-19,-8,-9,-17,-9,-1,-11,-0,-1,4,32
  └─ Profit for EPS,-2,-3,-18,-8,-9,-17,-14,-17,-36,-8,93,4,32
  └─ YOY Profit Growth %,-108%,-111%,-31%,-517%,-500%,-1748%,51%,85%,-20%,98%,93%,395%,389%
EPS in Rs,-0.35,-0.60,-4.20,-1.86,-2.12,-3.81,-3.18,-3.82,-8.33,-1.79,21.39,0.81,7.24
Raw PDF,,,,,,,,,,,,,
