Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,48.83,42.66,42.76,22.55,25.96,40.39,30.77,26.09,54.60,35.46,45.30,35.34,97.03
  └─ YOY Sales Growth %,-15%,-24%,-35%,-49%,-47%,-5%,-28%,16%,110%,-12%,47%,35%,78%
Expenses,39.67,36.62,33.28,18.87,23.87,34.73,25.86,25.71,44.08,30.05,34.49,29.97,78.40
  └─ Material Cost %,53%,56%,47%,46%,41%,56%,46%,54%,58%,52%,48%,51%,62%
  └─ Employee Cost %,9%,11%,13%,21%,23%,14%,16%,20%,7%,7%,6%,8%,4%
Operating Profit,9.16,6.04,9.48,3.68,2.09,5.66,4.91,0.38,10.52,5.41,10.81,5.37,18.63
OPM %,18.76%,14.16%,22.17%,16.32%,8.05%,14.01%,15.96%,1.46%,19.27%,15.26%,23.86%,15.20%,19.20%
Other Income,4.02,14.34,21.58,22.55,8.16,42.38,31.90,29.21,1.47,65.90,-32.33,35.65,-10.45
  └─ Other income normal,4.02,14.34,21.58,22.55,8.16,42.38,31.90,29.21,1.47,65.90,-32.33,35.65,-10.45
Interest,1.20,2.18,2.48,2.20,2.09,2.75,2.18,1.64,1.85,1.87,2.64,2.08,1.84
Depreciation,0.57,0.47,0.47,0.49,0.51,0.43,0.44,0.45,0.42,0.38,0.39,0.40,0.40
Profit before tax,11.41,17.73,28.11,23.54,7.65,44.86,34.19,27.50,9.72,69.06,-24.55,38.54,5.94
Tax %,31.03%,20.42%,18.53%,17.97%,20.65%,28.96%,21.59%,27.27%,-34.05%,24.60%,-29.29%,22.99%,32.83%
Net Profit,7.87,14.11,22.90,19.31,6.07,31.87,26.81,20.00,13.03,52.07,-17.36,29.68,3.99
  └─ Profit excl Excep,8,14,23,19,6,32,27,20,13,52,-17,30,4
  └─ Profit for PE,8,14,23,19,6,32,27,20,13,52,-17,30,4
  └─ Profit for EPS,8,14,23,19,6,32,27,20,13,52,-17,30,4
  └─ YOY Profit Growth %,185%,102%,217%,190%,-23%,126%,17%,4%,115%,63%,-165%,48%,-69%
EPS in Rs,1.19,2.23,3.61,3.05,0.96,5.03,4.23,3.16,2.06,8.22,-2.74,4.65,0.63
Raw PDF,,,,,,,,,,,,,
