Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,1852,1843,1865,2013,2065,2188,2518,2760,2845,2937,3219,3431,3563
  └─ YOY Sales Growth %,7.26%,5.34%,7.26%,17.73%,11.49%,18.76%,35.01%,37.14%,37.76%,34.22%,27.85%,24.31%,25.23%
Interest,1150,1191,1217,1313,1240,1464,1662,1762,1859,1976,2147,2394,2413
Expenses,-155,60,55,12,8,47,-138,73,-28,109,147,320,587
  └─ Employee Cost %,2.87%,2.56%,2.96%,1.58%,4.77%,1.82%,2.61%,2.18%,2.26%,2.33%,2.05%,2.15%,1.68%
Financing Profit,857,592,593,688,817,678,994,924,1014,852,926,717,563
Financing Margin %,46%,32%,32%,34%,40%,31%,39%,33%,36%,29%,29%,21%,16%
Other Income,10,9,16,10,129,9,8,10,10,8,32,74,62
  └─ Other income normal,10,9,16,10,129,9,8,10,10,8,32,74,62
Depreciation,3,2,2,2,2,2,3,3,4,3,3,3,4
Profit before tax,864,598,606,696,943,685,1000,932,1020,857,955,788,621
Tax %,26%,25%,26%,25%,26%,19%,31%,21%,29%,26%,26%,10%,-219%
Net Profit,639,446,452,519,700,558,689,735,728,630,710,713,1981
  └─ Profit excl Excep,639,446,452,519,700,558,689,735,728,630,710,713,1981
  └─ Profit for PE,639,446,452,519,700,558,689,735,728,630,710,713,1981
  └─ Profit for EPS,639,446,452,519,700,558,689,735,728,630,710,713,1981
  └─ YOY Profit Growth %,-14%,8%,14%,104%,10%,25%,52%,42%,4%,13%,3%,-3%,172%
EPS in Rs,3.19,2.23,2.26,2.59,3.50,2.79,3.44,3.67,3.64,3.15,3.55,3.56,9.90
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
