Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,863,1016,723,784,852,1107,774,805,929,1052,810,858,1010
  └─ YOY Sales Growth %,-9.08%,-6.38%,-5.32%,2.23%,-1.30%,8.97%,7.08%,2.68%,9.03%,-4.91%,4.61%,6.53%,8.74%
Expenses,826,929,721,768,835,1038,816,806,906,1013,820,871,1018
  └─ Material Cost %,59%,58%,56%,58%,55%,59%,59%,58%,58%,59%,57%,57%,57%
  └─ Employee Cost %,13%,11%,16%,15%,15%,13%,17%,16%,14%,13%,17%,17%,17%
Operating Profit,37,87,3,17,17,69,-42,-1,22,40,-10,-13,-8
OPM %,4%,9%,0%,2%,2%,6%,-5%,-0%,2%,4%,-1%,-1%,-1%
Other Income,3,27,19,11,11,5,101,4,10,19,14,12,49
  └─ Exceptional items,0.00,22.65,13.86,0.00,0.70,0.00,81.89,0.00,0.00,0.00,0.00,0.00,39.41
  └─ Other income normal,3.37,4.14,5.04,10.55,10.77,5.43,19.17,3.76,10.04,19.39,13.64,11.93,9.76
Interest,8,10,17,8,1,17,17,17,17,17,15,18,18
Depreciation,29,30,29,30,31,36,36,37,36,37,38,38,39
Profit before tax,4,74,-24,-11,-3,21,6,-51,-20,5,-49,-57,-15
Tax %,-19%,21%,-36%,-33%,-96%,41%,-135%,-31%,25%,125%,-12%,-7%,45%
Net Profit,5,58,-16,-7,-0,13,15,-35,-25,-1,-43,-53,-22
  └─ Exceptional items AT,0,16,14,0,-2,0,72,0,0,0,0,0,18
  └─ Profit excl Excep,5,42,-30,-7,2,13,-58,-35,-25,-1,-43,-53,-40
  └─ Profit for PE,5,42,-30,-7,2,13,-58,-35,-25,-1,-43,-53,-40
  └─ Profit for EPS,5,58,-16,-7,-0,13,15,-35,-25,-1,-43,-53,-22
  └─ YOY Profit Growth %,-91%,-52%,-338%,-157%,-55%,-70%,-94%,-394%,-1277%,-110%,26%,-49%,-64%
EPS in Rs,6.13,76.76,-20.94,-9.52,-0.15,16.74,19.45,-47.05,-32.77,-1.75,-56.84,-70.32,-29.64
Raw PDF,,,,,,,,,,,,,
