Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,238,224,266,228,228,208,254,212,228,206,214,208,258
  └─ YOY Sales Growth %,-16.51%,-11.54%,13.15%,0.32%,-4.00%,-7.32%,-4.78%,-6.91%,-0.32%,-0.69%,-15.79%,-1.89%,13.13%
Expenses,238,217,250,210,206,183,226,186,200,178,188,186,221
  └─ Material Cost %,69%,65%,66%,60%,62%,58%,56%,53%,55%,49%,51%,53%,56%
  └─ Employee Cost %,9%,10%,8%,10%,8%,10%,10%,10%,9%,11%,11%,11%,10%
Operating Profit,-0,7,16,18,23,25,28,26,28,29,25,22,37
OPM %,-0%,3%,6%,8%,10%,12%,11%,12%,12%,14%,12%,11%,14%
Other Income,4,2,-1,2,8,0,2,-0,-11,1,0,1,1
  └─ Exceptional items,0.00,0.00,-1.84,0.00,3.46,-2.05,0.00,-1.89,-11.99,0.00,0.00,0.00,0.00
  └─ Other income normal,3.70,2.48,1.33,1.99,4.17,2.13,1.61,1.47,0.80,1.24,0.33,0.98,0.61
Interest,8,10,12,8,8,8,9,8,4,8,10,8,11
Depreciation,8,7,5,5,4,4,5,4,5,7,7,8,7
Profit before tax,-13,-7,-1,6,18,13,14,13,8,15,9,8,18
Tax %,-29%,-58%,0%,-36%,32%,28%,27%,30%,51%,24%,19%,27%,36%
Net Profit,-9,-3,-1,9,12,9,11,9,4,11,7,6,12
  └─ Exceptional items AT,0.00,0.00,-1.84,0.00,3.46,-2.05,0.00,-1.89,-11.99,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,-8.90,-3.09,0.76,8.81,8.68,11.45,10.51,11.12,15.73,11.30,7.03,5.78,11.74
  └─ Profit for PE,-8.90,-3.09,0.76,8.81,8.68,11.45,10.51,11.12,15.73,11.30,7.03,5.78,11.74
  └─ Profit for EPS,-8.90,-3.09,-1.08,8.81,12.14,9.40,10.51,9.23,3.74,11.30,7.03,5.78,11.74
  └─ YOY Profit Growth %,-136.70%,-122.15%,124.28%,131.53%,197.53%,470.55%,1282.89%,26.22%,81.22%,-1.31%,-33.11%,-48.02%,-25.37%
EPS in Rs,-7.42,-2.58,-0.90,7.34,10.12,7.83,8.76,7.69,3.12,9.42,5.86,4.82,9.78
Raw PDF,,,,,,,,,,,,,
