Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,286,364,365,305,281,349,363,334,299,374,387,367,327
  └─ YOY Sales Growth %,18.62%,8.41%,-2.89%,-7.72%,-1.84%,-3.91%,-0.62%,9.38%,6.46%,7.09%,6.67%,10.12%,9.43%
Expenses,285,320,319,280,255,300,315,304,273,320,338,334,299
  └─ Material Cost %,62%,59%,57%,56%,55%,55%,53%,56%,55%,55%,57%,58%,57%
  └─ Employee Cost %,13%,10%,11%,13%,15%,12%,12%,13%,15%,12%,12%,12%,14%
Operating Profit,1,44,46,25,26,50,48,29,26,54,49,33,28
OPM %,0%,12%,13%,8%,9%,14%,13%,9%,9%,14%,13%,9%,9%
Other Income,8,3,0,0,-0,0,1,0,0,-5,-37,-9,103
  └─ Exceptional items,0,0,0,0,0,0,0,0,0,-7,-38,-9,103
  └─ Other income normal,8,3,0,0,-0,0,1,0,0,2,0,0,1
Interest,21,9,8,8,7,7,6,7,6,6,5,5,4
Depreciation,7,7,7,7,9,8,7,7,8,7,7,7,9
Profit before tax,-19,30,31,10,9,35,35,16,12,36,-0,12,119
Tax %,-25%,18%,18%,19%,9%,17%,16%,18%,14%,17%,1740%,39%,-19%
Net Profit,-14,25,25,8,8,29,30,13,10,30,-8,7,142
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,-6,-24,-6,49
  └─ Profit excl Excep,-14,25,25,8,8,29,30,13,10,36,16,13,93
  └─ Profit for PE,-14,25,25,8,8,29,30,13,10,36,16,13,93
  └─ Profit for EPS,-14,25,25,8,8,29,30,13,10,30,-8,7,142
  └─ YOY Profit Growth %,63%,14%,73%,55%,156%,18%,16%,56%,29%,23%,-46%,1%,790%
EPS in Rs,-1.98,3.42,3.50,1.16,1.11,4.04,4.07,1.80,1.43,4.16,-1.09,1.02,19.50
Raw PDF,,,,,,,,,,,,,
