Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1697.61,1835.98,1839.25,2090.40,853.88,1015.90,986.28,750.04,582.46,493.30,593.41,504.79,482.12
  └─ YOY Sales Growth %,21.36%,0.12%,4.42%,21.67%,-49.70%,-44.67%,-46.38%,-64.12%,-31.79%,-51.44%,-39.83%,-32.70%,-17.23%
Expenses,1679.43,1808.63,1809.89,2057.63,859.54,1016.37,987.50,752.69,585.43,497.46,601.15,507.95,482.54
  └─ Material Cost %,96%,96%,96%,96%,98%,98%,98%,97%,97%,97%,97%,97%,96%
  └─ Employee Cost %,1%,1%,1%,1%,1%,1%,1%,1%,1%,2%,2%,2%,2%
Operating Profit,18.18,27.35,29.36,32.77,-5.66,-0.47,-1.22,-2.65,-2.97,-4.16,-7.74,-3.16,-0.42
OPM %,1.07%,1.49%,1.60%,1.57%,-0.66%,-0.05%,-0.12%,-0.35%,-0.51%,-0.84%,-1.30%,-0.63%,-0.09%
Other Income,0.56,1.04,1.53,3.03,17.05,15.66,19.60,21.82,21.07,293.82,7.38,-6.92,6.18
  └─ Exceptional items,-0.09,0.00,-0.31,0.00,16.21,14.73,18.53,21.20,20.44,289.99,-5.53,-22.42,-2.40
  └─ Other income normal,0.65,1.04,1.84,3.03,0.84,0.93,1.07,0.62,0.63,3.83,12.91,15.50,8.58
Interest,6.62,8.73,10.15,11.48,0.69,0.28,0.66,0.49,0.53,0.53,0.24,0.16,0.16
Depreciation,1.17,1.20,1.35,1.65,1.56,0.73,1.05,0.96,1.07,0.83,1.42,1.61,1.61
Profit before tax,10.95,18.46,19.39,22.67,9.14,14.18,16.67,17.72,16.50,288.30,-2.02,-11.85,3.99
Tax %,22.92%,25.95%,25.06%,24.61%,-2.08%,6.14%,3.42%,-0.06%,-1.15%,0.29%,227.72%,21.43%,41.60%
Net Profit,8.43,13.67,14.53,17.09,9.34,13.32,16.10,17.72,16.69,287.46,-6.61,-14.40,2.29
  └─ Profit from Associates,0,0,0,0,0,0,0,0,0,0,0,0,-0
  └─ Exceptional items AT,-0,0,-0,0,16,15,19,21,20,290,-6,-22,-2
  └─ Profit excl Excep,8,14,15,17,-7,-1,-2,-3,-4,-3,-1,8,5
  └─ Profit for PE,8,14,15,17,-7,-1,-2,-3,-4,-3,-1,8,5
  └─ Profit for EPS,8,14,15,17,9,13,16,18,17,287,-7,-14,2
  └─ YOY Profit Growth %,-14%,20%,23%,40%,-181%,-110%,-116%,-120%,45%,-79%,56%,332%,225%
EPS in Rs,27.19,44.10,46.87,55.42,30.29,43.19,52.20,57.46,54.12,932.10,-21.43,-46.69,7.43
Raw PDF,,,,,,,,,,,,,
