Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2813,1918,2059,2424,3996,2143,2446,2809,4644,2391,2914,3022,4560
  └─ YOY Sales Growth %,15.25%,6.61%,1.42%,13.47%,42.05%,11.71%,18.81%,15.91%,16.20%,11.61%,19.14%,7.59%,-1.81%
Expenses,2709,1861,1963,2306,3753,2051,2346,2665,4353,2281,2809,2909,4273
  └─ Material Cost %,90%,91%,91%,90%,91%,90%,88%,87%,90%,90%,92%,91%,88%
  └─ Employee Cost %,3%,4%,4%,3%,2%,4%,4%,3%,2%,4%,3%,3%,2%
Operating Profit,104,57,96,117,243,92,100,144,291,110,104,114,287
OPM %,4%,3%,5%,5%,6%,4%,4%,5%,6%,5%,4%,4%,6%
Other Income,48,48,11,36,-44,54,67,54,-39,74,103,152,59
  └─ Exceptional items,-5,0,-65,-23,-96,0,0,0,-96,0,0,80,0
  └─ Other income normal,53,48,76,59,51,54,67,54,57,74,103,72,59
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,2,1,1,1,1,1,1,2,3,3,3,3,4
Profit before tax,151,104,105,152,198,144,166,196,249,181,205,263,342
Tax %,25%,25%,22%,25%,28%,25%,25%,27%,27%,26%,23%,25%,26%
Net Profit,114,77,82,114,141,107,125,142,183,135,157,197,254
  └─ Minority share,-5,-2,-2,-3,-5,-3,-3,-4,-7,-3,-3,-4,-12
  └─ Exceptional items AT,-4,0,-44,-17,-67,0,0,0,-70,0,0,60,0
  └─ Profit excl Excep,117,77,126,130,209,107,125,142,253,135,157,138,254
  └─ Profit for PE,112,75,123,127,201,105,122,138,244,132,154,135,241
  └─ Profit for EPS,108,75,80,111,136,105,122,138,176,132,154,193,241
  └─ YOY Profit Growth %,36%,-9%,28%,22%,80%,39%,-0%,9%,21%,26%,26%,-3%,-1%
EPS in Rs,0.40,0.28,0.29,0.41,0.50,0.39,0.45,0.51,0.65,0.49,0.57,0.71,0.89
Raw PDF,,,,,,,,,,,,,
