Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,132.95,155.55,143.49,166.98,157.88,115.78,70.07,105.31,138.87,139.53,111.53,80.11,124.04
  └─ YOY Sales Growth %,-47.17%,-20.45%,-21.15%,10.56%,18.75%,-25.57%,-51.17%,-36.93%,-12.04%,20.51%,59.17%,-23.93%,-10.68%
Expenses,130.90,151.95,140.02,155.49,147.63,117.78,78.65,109.49,143.73,127.08,102.65,81.54,110.44
  └─ Material Cost %,21.79%,17.37%,11.75%,13.38%,11.00%,20.33%,20.02%,17.01%,16.12%,11.40%,15.45%,22.63%,13.59%
  └─ Employee Cost %,6.87%,6.60%,6.22%,5.65%,5.38%,7.92%,13.02%,8.38%,6.25%,6.72%,8.46%,10.21%,6.05%
Operating Profit,2.05,3.60,3.47,11.49,10.25,-2.00,-8.58,-4.18,-4.86,12.45,8.88,-1.43,13.60
OPM %,1.54%,2.31%,2.42%,6.88%,6.49%,-1.73%,-12.24%,-3.97%,-3.50%,8.92%,7.96%,-1.79%,10.96%
Other Income,0.73,0.58,0.27,0.27,0.00,0.23,0.17,1.01,0.27,0.18,0.84,0.17,0.51
  └─ Other income normal,0.73,0.58,0.27,0.27,0.00,0.23,0.17,1.01,0.27,0.18,0.84,0.17,0.51
Interest,7.69,8.02,8.16,8.10,7.93,8.11,8.40,8.57,8.35,8.60,8.34,8.78,4.90
Depreciation,13.40,11.26,12.47,12.04,12.34,11.43,11.43,11.46,11.28,8.61,6.66,10.66,8.44
Profit before tax,-18.31,-15.10,-16.89,-8.38,-10.02,-21.31,-28.24,-23.20,-24.22,-4.58,-5.28,-20.70,0.77
Tax %,-7.70%,-10.33%,-9.47%,-29.12%,-54.49%,-10.46%,0.50%,-10.95%,-45.91%,-24.67%,-7.58%,-5.17%,-114.29%
Net Profit,-16.90,-13.54,-15.29,-5.94,-4.56,-19.08,-28.38,-20.66,-13.10,-3.45,-4.88,-19.63,1.65
  └─ Minority share,0,0,-0,0,0,0,0,0,0,0,-0,0,-3
  └─ Profit excl Excep,-17,-14,-15,-6,-5,-19,-28,-21,-13,-3,-5,-20,2
  └─ Profit for PE,-17,-13,-15,-6,-4,-19,-28,-21,-13,-3,-5,-20,-1
  └─ Profit for EPS,-17,-13,-15,-6,-4,-19,-28,-21,-13,-3,-5,-20,-1
  └─ YOY Profit Growth %,-921%,-75%,22%,58%,74%,-42%,-85%,-247%,-196%,82%,83%,5%,93%
EPS in Rs,-5.70,-4.58,-5.21,-2.02,-1.49,-6.47,-9.62,-7.00,-4.42,-1.16,-1.67,-6.66,-0.30
Raw PDF,,,,,,,,,,,,,
