Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,880,770,1259,940,904,944,951,1166,1198,1306,1221,1182,1202
  └─ YOY Sales Growth %,-29.70%,-34.70%,10.80%,5.67%,2.74%,22.70%,-24.53%,23.99%,32.55%,38.27%,28.42%,1.41%,0.27%
Expenses,857,794,1228,997,895,915,948,1102,1116,1215,1152,1132,1099
  └─ Material Cost %,76%,81%,81%,86%,83%,79%,82%,77%,78%,77%,77%,81%,72%
  └─ Employee Cost %,3%,4%,3%,3%,3%,4%,3%,2%,2%,3%,3%,2%,3%
Operating Profit,23,-24,31,-56,10,29,3,63,82,91,68,50,102
OPM %,3%,-3%,2%,-6%,1%,3%,0%,5%,7%,7%,6%,4%,9%
Other Income,5,1,1,4,1,1,3,2,23,3,2,6,5
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.70,0.00
  └─ Other income normal,5.03,0.58,0.53,4.26,1.42,1.10,2.70,2.47,22.76,2.85,1.71,9.12,5.27
Interest,20,24,31,37,41,38,38,40,42,29,34,36,32
Depreciation,8,8,10,10,11,12,12,13,12,12,12,12,12
Profit before tax,0,-55,-9,-99,-40,-19,-44,14,51,53,25,9,64
Tax %,-1373%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Net Profit,2,-55,-9,-99,-40,-19,-44,14,51,53,25,9,64
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-3,0
  └─ Profit excl Excep,2,-55,-9,-99,-40,-19,-44,14,51,53,25,11,64
  └─ Profit for PE,2,-55,-9,-99,-40,-19,-44,14,51,53,25,11,64
  └─ Profit for EPS,2,-55,-9,-99,-40,-19,-44,14,51,53,25,9,64
  └─ YOY Profit Growth %,-98%,-243%,-869%,-50%,-2599%,65%,-403%,114%,226%,375%,156%,-16%,26%
EPS in Rs,0.06,-2.11,-0.34,-3.79,-1.55,-0.73,-1.69,0.52,1.96,2.02,0.94,0.34,2.46
Raw PDF,,,,,,,,,,,,,
