Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,441.71,460.68,486.94,469.87,494.63,525.58,553.54,558.57,585.16,613.16,646.85,633.07,652.33
  └─ YOY Sales Growth %,21.14%,12.90%,15.94%,10.64%,11.98%,14.09%,13.68%,18.88%,18.30%,16.66%,16.86%,13.34%,11.48%
Expenses,365.40,386.37,402.32,391.26,402.60,434.68,451.30,470.19,479.53,505.37,523.54,523.51,527.25
  └─ Material Cost %,26.35%,25.59%,24.82%,24.25%,24.81%,25.35%,26.06%,26.69%,26.32%,26.40%,27.39%,27.89%,27.09%
  └─ Employee Cost %,15.59%,16.69%,15.85%,16.46%,15.54%,16.20%,15.40%,16.16%,15.86%,15.95%,14.56%,14.88%,14.18%
Operating Profit,76.31,74.31,84.62,78.61,92.03,90.90,102.24,88.38,105.63,107.79,123.31,109.56,125.08
OPM %,17.28%,16.13%,17.38%,16.73%,18.61%,17.30%,18.47%,15.82%,18.05%,17.58%,19.06%,17.31%,19.17%
Other Income,4.65,2.77,3.40,6.07,9.01,8.81,11.13,5.54,10.23,7.51,2.93,-10.20,-18.32
  └─ Exceptional items,0.00,0.00,0.00,0.00,3.90,0.00,0.00,0.00,0.00,0.00,0.00,-12.67,-31.91
  └─ Other income normal,4.65,2.77,3.40,6.07,5.11,8.81,11.13,5.54,10.23,7.51,2.93,2.47,13.59
Interest,25.63,25.55,26.89,29.46,26.84,33.71,35.98,40.70,44.17,45.47,43.62,44.78,42.70
Depreciation,42.20,41.01,43.21,44.16,45.98,47.01,49.74,56.52,58.07,57.91,62.80,60.65,62.81
Profit before tax,13.13,10.52,17.92,11.06,28.22,18.99,27.65,-3.30,13.62,11.92,19.82,-6.07,1.25
Tax %,56.97%,65.30%,39.84%,68.99%,16.87%,28.23%,25.21%,-334.85%,50.29%,49.83%,-4.24%,30.15%,-223.20%
Net Profit,5.65,3.65,10.78,3.43,23.46,13.63,20.68,7.75,6.77,5.98,20.66,-7.90,4.04
  └─ Minority share,3,4,3,2,-2,-2,-3,-1,1,-1,-4,-2,-2
  └─ Exceptional items AT,0,0,0,0,3,0,0,0,0,0,0,-8,-32
  └─ Profit excl Excep,6,4,11,3,21,14,21,8,7,6,21,0,36
  └─ Profit for PE,8,8,14,6,19,12,18,7,7,5,16,-1,19
  └─ Profit for EPS,8,8,14,6,21,12,18,7,7,5,16,-9,2
  └─ YOY Profit Growth %,40%,26%,84%,-24%,123%,59%,33%,22%,-61%,-61%,-10%,-117%,162%
EPS in Rs,0.57,0.52,0.92,0.39,1.44,0.82,1.22,0.47,0.50,0.32,1.09,-0.63,0.15
Raw PDF,,,,,,,,,,,,,
