Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,428,426,482,459,450,431,433,411,390,440,485,445,476
  └─ YOY Sales Growth %,4.65%,4.48%,11.24%,15.09%,5.02%,1.17%,-10.19%,-10.64%,-13.22%,1.90%,12.02%,8.48%,21.89%
Expenses,363,365,410,397,401,384,392,399,391,422,442,414,426
  └─ Material Cost %,30.71%,30.17%,30.58%,30.98%,31.33%,32.79%,31.62%,27.75%,27.16%,30.70%,29.99%,27.04%,29.65%
  └─ Employee Cost %,17.91%,21.46%,19.12%,19.58%,19.64%,22.54%,21.47%,23.76%,27.25%,24.34%,21.30%,23.81%,23.00%
Operating Profit,65,61,71,63,49,48,40,12,-1,18,43,32,50
OPM %,15%,14%,15%,14%,11%,11%,9%,3%,-0%,4%,9%,7%,10%
Other Income,0,0,4,-6,22,1,2,2,2,2,0,-5,4
  └─ Exceptional items,0.00,0.00,0.00,-8.20,19.73,0.00,0.00,0.99,0.00,0.00,-0.53,-6.15,3.74
  └─ Other income normal,0.50,0.41,4.43,2.35,2.66,1.03,1.56,0.85,2.02,1.63,0.76,0.98,-0.04
Interest,9,8,8,10,12,14,18,16,18,26,25,26,46
Depreciation,18,20,21,24,26,28,29,29,29,30,32,32,32
Profit before tax,39,34,46,23,33,7,-5,-31,-46,-37,-14,-31,-25
Tax %,34%,29%,24%,31%,33%,74%,107%,-8%,-9%,-1%,-32%,-6%,-5%
Net Profit,26,24,35,16,22,2,-10,-28,-41,-36,-9,-29,-24
  └─ Minority share,0.00,0.21,-0.16,0.74,0.67,0.80,0.44,2.01,0.95,0.56,1.28,-0.34,2.04
  └─ Exceptional items AT,0.00,0.00,0.00,-5.64,13.18,0.00,0.00,0.91,0.00,0.00,-0.53,-6.15,3.30
  └─ Profit excl Excep,25.81,24.18,35.24,21.20,8.85,1.82,-10.01,-29.31,-41.34,-36.35,-8.68,-23.30,-26.98
  └─ Profit for PE,25.81,24.39,35.08,21.94,9.52,2.62,-9.57,-27.24,-40.39,-35.79,-7.47,-23.64,-24.66
  └─ Profit for EPS,25.81,24.39,35.08,16.30,22.70,2.62,-9.57,-26.39,-40.39,-35.79,-7.93,-29.79,-21.64
  └─ YOY Profit Growth %,-36.19%,-36.76%,-29.46%,-22.06%,-63.12%,-89.26%,-127.28%,-224.14%,-524.26%,-1466.03%,21.91%,13.20%,38.96%
EPS in Rs,2.80,2.65,3.81,1.77,2.46,0.28,-1.04,-2.86,-4.38,-3.88,-0.86,-3.23,-2.34
Raw PDF,,,,,,,,,,,,,
