Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,16569,8963,10170,9887,14078,9067,11090,10907,15573,9216,12019,12269,18335
  └─ YOY Sales Growth %,4.46%,-17.17%,-18.69%,-27.72%,-15.03%,1.16%,9.05%,10.32%,10.62%,1.64%,8.38%,12.49%,17.74%
Expenses,13847,7747,9049,9820,12230,7998,9873,9229,12409,7820,10072,10033,14854
  └─ Material Cost %,59%,44%,51%,64%,64%,50%,53%,49%,55%,45%,48%,48%,55%
  └─ Employee Cost %,8%,14%,12%,12%,7%,15%,12%,11%,9%,14%,12%,11%,9%
Operating Profit,2722,1216,1121,67,1848,1069,1217,1678,3164,1396,1947,2236,3481
OPM %,16%,14%,11%,1%,13%,12%,11%,15%,20%,15%,16%,18%,19%
Other Income,302,58,18,134,66,49,103,94,-168,152,392,36,162
  └─ Exceptional items,-29,-43,-87,-17,-105,-49,-8,-76,-275,-9,142,-56,-16
  └─ Other income normal,331,101,105,151,171,98,111,170,107,161,250,92,178
Interest,906,700,871,1191,1090,913,1070,730,914,1007,784,774,836
Depreciation,727,636,657,676,794,660,697,688,705,731,771,827,915
Profit before tax,1391,-62,-389,-1666,30,-455,-447,354,1377,-190,784,671,1892
Tax %,22%,-265%,-25%,-4%,367%,16%,31%,-141%,22%,-7%,22%,27%,32%
Net Profit,1080,102,-293,-1607,-80,-527,-585,853,1079,-176,612,490,1294
  └─ Minority share,-288,64,104,390,120,143,142,-25,-183,88,-59,-94,-233
  └─ Exceptional items AT,-18,125,-22,-16,68,-29,-3,-76,-215,1,76,-40,-11
  └─ Profit excl Excep,1098,-23,-271,-1591,-148,-498,-582,929,1294,-177,536,530,1305
  └─ Profit for PE,805,41,-175,-1205,-28,-363,-440,902,1075,-88,484,429,1070
  └─ Profit for EPS,792,166,-189,-1217,40,-384,-443,828,896,-88,553,396,1061
  └─ YOY Profit Growth %,-45%,-96%,-121%,-210%,-103%,-982%,-152%,175%,3939%,76%,210%,-52%,-0%
EPS in Rs,9.38,1.97,-2.24,-14.41,0.47,-4.55,-5.25,9.81,10.61,-1.04,6.56,4.70,12.57
Raw PDF,,,,,,,,,,,,,
