Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Revenue,2643,2855,3008,3191,3339,3497,3531,3537,3477,3441,3508,3667,3721
  └─ YOY Sales Growth %,20.09%,29.64%,31.58%,27.81%,26.34%,22.47%,17.40%,10.81%,4.12%,-1.59%,-0.65%,3.68%,7.03%
Interest,1285,1434,1533,1645,1739,1796,1916,1951,1913,1960,1956,2009,2049
Expenses,1651,1698,2063,2004,1990,2000,2239,2837,2472,2275,2240,2420,2448
  └─ Employee Cost %,16.52%,15.01%,15.33%,15.31%,14.30%,13.40%,16.06%,16.09%,16.60%,17.43%,17.26%,16.95%,16.26%
Financing Profit,-293,-276,-588,-458,-390,-300,-624,-1251,-908,-794,-688,-762,-776
Financing Margin %,-11%,-10%,-20%,-14%,-12%,-9%,-18%,-35%,-26%,-23%,-20%,-21%,-21%
Other Income,684,694,713,777,876,775,928,1074,1001,1071,934,1052,1070
  └─ Other income normal,684,694,713,777,876,775,928,1074,1001,1071,934,1052,1070
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,390,418,125,320,486,475,304,-177,93,277,245,289,294
Tax %,24%,24%,-165%,23%,25%,26%,24%,-127%,7%,23%,22%,21%,17%
Net Profit,299,319,331,245,364,351,232,47,87,214,192,228,244
  └─ Profit excl Excep,299,319,331,245,364,351,232,47,87,214,192,228,244
  └─ Profit for PE,299,319,331,245,364,351,232,47,87,214,192,228,244
  └─ Profit for EPS,299,319,331,245,364,351,232,47,87,214,192,228,244
  └─ YOY Profit Growth %,81%,53%,77%,9%,22%,10%,-30%,-81%,-76%,-39%,-17%,382%,181%
EPS in Rs,4.98,5.33,5.51,4.06,6.02,5.79,3.81,0.78,1.43,3.52,3.14,3.69,3.95
Gross NPA %,,,,,,,,,,,,,
Net NPA %,,,,,,,,,,,,,
Raw PDF,,,,,,,,,,,,,
