Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,19.25,17.27,19.46,13.44,14.34,12.91,12.96,15.27,15.44,14.88,15.32,14.23,20.60
  └─ YOY Sales Growth %,-10.47%,-18.00%,4.40%,-49.55%,-25.51%,-25.25%,-33.40%,13.62%,7.67%,15.26%,18.21%,-6.81%,33.42%
Expenses,17.59,14.18,18.44,12.25,12.55,11.18,12.71,14.06,14.40,13.18,14.57,13.92,19.70
  └─ Material Cost %,75%,68%,81%,69%,67%,66%,74%,72%,69%,68%,74%,73%,74%
  └─ Employee Cost %,6%,6%,7%,9%,9%,11%,11%,9%,9%,9%,9%,10%,8%
Operating Profit,1.66,3.09,1.02,1.19,1.79,1.73,0.25,1.21,1.04,1.70,0.75,0.31,0.90
OPM %,8.62%,17.89%,5.24%,8.85%,12.48%,13.40%,1.93%,7.92%,6.74%,11.42%,4.90%,2.18%,4.37%
Other Income,0.27,0.41,0.31,0.29,0.67,0.35,0.74,0.86,-0.05,0.43,0.55,0.56,0.70
  └─ Other income normal,0.27,0.41,0.31,0.29,0.67,0.35,0.74,0.86,-0.05,0.43,0.55,0.56,0.70
Interest,0.01,0.01,0.03,0.01,0.02,-0.00,0.02,0.01,0.05,0.04,0.10,0.16,0.18
Depreciation,0.08,0.06,0.07,0.08,0.14,0.19,0.20,0.20,0.23,0.21,0.23,0.28,0.30
Profit before tax,1.84,3.43,1.23,1.39,2.30,1.89,0.77,1.86,0.71,1.88,0.97,0.43,1.12
Tax %,26.63%,25.66%,30.08%,27.34%,21.74%,30.16%,23.38%,25.81%,22.54%,28.19%,25.77%,44.19%,31.25%
Net Profit,1.36,2.55,0.88,1.01,1.80,1.31,0.58,1.37,0.55,1.35,0.72,0.24,0.76
  └─ Minority share,-0,-0,-0,-0,-0,-0,0,-0,0,0,0,0,0
  └─ Profit excl Excep,1,3,1,1,2,1,1,1,1,1,1,0,1
  └─ Profit for PE,1,3,1,1,2,1,1,1,1,1,1,0,1
  └─ Profit for EPS,1,3,1,1,2,1,1,1,1,1,1,0,1
  └─ YOY Profit Growth %,12%,146%,61%,-29%,33%,-49%,-33%,36%,-69%,4%,26%,-76%,51%
EPS in Rs,0.26,0.49,0.17,0.20,0.35,0.25,0.11,0.27,0.11,0.26,0.14,0.06,0.16
Raw PDF,,,,,,,,,,,,,
