Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,236.72,138.77,212.43,504.19,206.52,126.00,219.70,548.78,205.93,138.53,248.70,608.38,280.30
  └─ YOY Sales Growth %,45.71%,22.95%,-14.54%,-2.95%,-12.76%,-9.20%,3.42%,8.84%,-0.29%,9.94%,13.20%,10.86%,36.11%
Expenses,204.39,142.95,178.36,382.32,216.41,128.40,191.35,393.91,200.25,144.40,207.17,442.64,254.48
  └─ Material Cost %,52%,59%,51%,57%,64%,48%,48%,53%,56%,46%,46%,53%,51%
  └─ Employee Cost %,11%,17%,12%,6%,13%,22%,14%,6%,14%,23%,14%,7%,13%
Operating Profit,32.33,-4.18,34.07,121.87,-9.89,-2.40,28.35,154.87,5.68,-5.87,41.53,165.74,25.82
OPM %,13.66%,-3.01%,16.04%,24.17%,-4.79%,-1.90%,12.90%,28.22%,2.76%,-4.24%,16.70%,27.24%,9.21%
Other Income,7.69,7.51,5.97,5.66,8.36,7.28,9.17,5.87,12.85,10.44,9.24,8.49,8.02
  └─ Other income normal,7.69,7.51,5.97,5.66,8.36,7.28,9.17,5.87,12.85,10.44,9.24,8.49,8.02
Interest,5.40,7.35,9.58,10.88,9.67,9.05,12.00,14.78,11.76,10.93,12.94,15.11,11.64
Depreciation,13.13,11.48,12.68,13.94,13.12,13.57,14.61,15.89,16.10,15.21,16.05,17.10,17.24
Profit before tax,21.49,-15.50,17.78,102.71,-24.32,-17.74,10.91,130.07,-9.33,-21.57,21.78,142.02,4.96
Tax %,7.77%,-25.16%,25.37%,24.77%,-26.97%,-25.20%,26.31%,25.62%,10.83%,-24.80%,25.34%,24.67%,-1.41%
Net Profit,19.82,-11.60,13.27,77.27,-17.76,-13.27,8.04,96.74,-10.34,-16.22,16.26,106.99,5.03
  └─ Profit excl Excep,20,-12,13,77,-18,-13,8,97,-10,-16,16,107,5
  └─ Profit for PE,20,-12,13,77,-18,-13,8,97,-10,-16,16,107,5
  └─ Profit for EPS,20,-12,13,77,-18,-13,8,97,-10,-16,16,107,5
  └─ YOY Profit Growth %,55%,-196%,-56%,-10%,-190%,-14%,-39%,25%,42%,-22%,102%,11%,149%
EPS in Rs,9.56,-5.60,6.40,37.27,-8.57,-6.40,3.88,46.66,-4.99,-7.82,7.84,51.61,2.43
Raw PDF,,,,,,,,,,,,,
