Metric,Mar 2021,Jun 2021,Sep 2021,Dec 2021,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024
Sales,13.16,13.45,11.44,10.87,11.44,8.23,17.94,13.64,11.73,11.10,13.21,17.79,11.60
  └─ YOY Sales Growth %,57.98%,-17.79%,-55.93%,-37.20%,-13.07%,-38.81%,56.82%,25.48%,2.53%,34.87%,-26.37%,30.43%,-1.11%
Expenses,9.36,7.74,7.91,10.92,13.48,9.30,16.00,12.68,12.31,7.04,13.86,15.80,11.01
  └─ Material Cost %,1%,-15%,-8%,19%,28%,-11%,36%,11%,17%,-34%,28%,33%,-1%
  └─ Employee Cost %,46%,49%,52%,56%,65%,85%,37%,54%,61%,64%,53%,39%,63%
Operating Profit,3.80,5.71,3.53,-0.05,-2.04,-1.07,1.94,0.96,-0.58,4.06,-0.65,1.99,0.59
OPM %,28.88%,42.45%,30.86%,-0.46%,-17.83%,-13.00%,10.81%,7.04%,-4.94%,36.58%,-4.92%,11.19%,5.09%
Other Income,0.10,0.03,0.67,0.10,0.34,0.13,0.04,0.20,0.28,0.15,0.54,0.21,5.21
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00
  └─ Other income normal,0.10,0.03,0.67,0.10,0.34,0.13,0.04,0.20,0.28,0.15,0.54,0.15,5.21
Interest,0.66,0.72,0.82,0.89,0.90,0.55,0.41,0.42,0.59,0.52,0.53,0.53,0.57
Depreciation,0.82,0.96,0.75,1.06,1.00,1.15,0.95,0.70,0.29,1.34,0.70,0.70,0.64
Profit before tax,2.42,4.06,2.63,-1.90,-3.60,-2.64,0.62,0.04,-1.18,2.35,-1.34,0.97,4.59
Tax %,37.60%,-0.49%,27.76%,16.32%,-9.17%,3.03%,-9.68%,0.00%,15.25%,17.02%,-15.67%,9.28%,19.61%
Net Profit,1.51,4.08,1.90,-2.21,-3.27,-2.71,0.68,0.03,-1.36,1.96,-1.13,0.88,3.69
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,2,4,2,-2,-3,-3,1,0,-1,2,-1,1,4
  └─ Profit for PE,2,4,2,-2,-3,-3,1,0,-1,2,-1,1,4
  └─ Profit for EPS,2,4,2,-2,-3,-3,1,0,-1,2,-1,1,4
  └─ YOY Profit Growth %,129%,-13%,-40%,-207%,-317%,-166%,-64%,101%,58%,172%,-266%,2633%,371%
EPS in Rs,4.88,13.18,6.14,-7.14,-10.56,-8.75,2.20,0.10,-4.39,6.33,-3.65,2.84,11.92
Raw PDF,,,,,,,,,,,,,
