Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1881,1853,1922,1888,2075,1831,2188,2089,2221,2006,2371,2373,2553
  └─ YOY Sales Growth %,-14.40%,-21.21%,-11.43%,-4.62%,10.30%,-1.22%,13.87%,10.64%,7.05%,9.60%,8.35%,13.57%,14.97%
Expenses,1690,1673,1716,1673,1832,1681,1967,1853,1976,1829,2124,2100,2247
  └─ Material Cost %,50.24%,48.52%,47.49%,46.65%,47.53%,48.05%,48.89%,45.74%,47.64%,47.06%,48.61%,48.25%,49.07%
  └─ Employee Cost %,11.59%,12.86%,12.71%,12.78%,11.56%,13.13%,12.13%,13.14%,12.44%,14.30%,13.32%,12.30%,12.07%
Operating Profit,191,180,206,216,243,150,221,236,245,177,247,273,306
OPM %,10%,10%,11%,11%,12%,8%,10%,11%,11%,9%,10%,11%,12%
Other Income,26,13,13,10,8,13,12,11,30,9,15,-12,35
  └─ Exceptional items,13.92,1.04,1.26,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-23.56,6.29
  └─ Other income normal,12.46,11.99,11.90,9.41,7.98,13.31,12.01,10.56,29.84,9.29,14.88,12.01,28.31
Interest,38,37,39,39,45,40,39,40,47,41,41,42,41
Depreciation,66,65,67,66,67,68,60,62,69,69,72,72,78
Profit before tax,113,92,113,120,138,54,135,145,158,76,149,147,223
Tax %,14%,24%,26%,21%,24%,19%,53%,27%,2%,28%,28%,31%,26%
Net Profit,97,70,84,94,104,44,63,106,155,55,107,101,165
  └─ Minority share,-0,-4,-4,-3,-5,-4,-3,-3,-4,-1,-3,-3,-5
  └─ Exceptional items AT,12,1,1,0,0,0,0,0,0,0,0,-16,5
  └─ Profit excl Excep,85,69,83,94,104,44,63,106,155,55,107,117,160
  └─ Profit for PE,85,65,79,92,99,39,60,103,151,53,103,113,155
  └─ Profit for EPS,97,66,80,92,99,39,60,103,151,53,103,98,160
  └─ YOY Profit Growth %,-13%,-38%,-14%,16%,16%,-40%,-25%,13%,53%,35%,73%,9%,3%
EPS in Rs,3.71,2.52,3.06,3.51,3.79,1.50,2.28,3.95,5.77,2.03,3.94,3.72,6.09
Raw PDF,,,,,,,,,,,,,
