Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,17.86,139.16,29.08,64.98,31.37,31.50,17.61,24.25,7.44,7.78,5.26,17.66,15.22
  └─ YOY Sales Growth %,-88%,-27%,-75%,-48%,76%,-77%,-39%,-63%,-76%,-75%,-70%,-27%,105%
Expenses,29.91,124.65,35.90,72.99,40.77,39.64,24.69,31.46,18.87,18.47,13.66,24.94,41.42
  └─ Material Cost %,85%,61%,59%,84%,53%,54%,74%,100%,96%,108%,96%,100%,158%
  └─ Employee Cost %,43%,7%,20%,11%,22%,23%,22%,14%,49%,47%,64%,15%,29%
Operating Profit,-12.05,14.51,-6.82,-8.01,-9.40,-8.14,-7.08,-7.21,-11.43,-10.69,-8.40,-7.28,-26.20
OPM %,-67.47%,10.43%,-23.45%,-12.33%,-29.96%,-25.84%,-40.20%,-29.73%,-153.63%,-137.40%,-159.70%,-41.22%,-172.14%
Other Income,15.50,7.40,17.62,11.46,21.43,19.64,140.87,12.91,9.81,28.55,21.41,23.80,18.25
  └─ Exceptional items,11.35,0.71,8.78,4.93,10.73,12.03,126.32,0.95,-2.97,0.96,1.08,1.89,9.58
  └─ Other income normal,4.15,6.69,8.84,6.53,10.70,7.61,14.55,11.96,12.78,27.59,20.33,21.91,8.67
Interest,1.92,2.08,2.30,2.53,3.05,3.56,2.29,0.43,-0.06,0.30,0.27,0.17,0.21
Depreciation,2.12,8.67,1.87,1.60,2.64,1.90,1.77,1.63,0.41,0.92,0.76,0.58,0.58
Profit before tax,-0.59,11.16,6.63,-0.68,6.34,6.04,129.73,3.64,-1.97,16.64,11.98,15.77,-8.74
Tax %,-506.78%,23.03%,-6.33%,-257.35%,-110.09%,-22.68%,0.87%,12.09%,-99.49%,26.02%,26.63%,44.07%,-52.06%
Net Profit,2.41,8.60,7.05,1.06,13.31,7.41,128.60,3.20,-0.01,12.31,8.79,8.83,-4.19
  └─ Exceptional items AT,11,1,9,5,11,12,126,1,-3,1,1,2,10
  └─ Profit excl Excep,-9,8,-2,-4,3,-5,2,2,3,11,8,7,-14
  └─ Profit for PE,-9,8,-2,-4,3,-5,2,2,3,11,8,7,-14
  └─ Profit for EPS,2,9,7,1,13,7,129,3,-0,12,9,9,-4
  └─ YOY Profit Growth %,-179%,-49%,-145%,42%,129%,-159%,232%,158%,3%,346%,240%,208%,-620%
EPS in Rs,0.15,0.55,0.45,0.07,0.85,0.47,8.19,0.20,-0.00,0.78,0.56,0.56,-0.27
Raw PDF,,,,,,,,,,,,,
