Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,435,261,226,215,165,169,170,138,160,180,182,141,163
  └─ YOY Sales Growth %,5.09%,-54.23%,-34.49%,-28.70%,-62.05%,-35.34%,-24.51%,-35.45%,-2.84%,6.90%,7.14%,1.95%,1.66%
Expenses,371,226,199,192,138,143,141,119,143,152,155,124,150
  └─ Material Cost %,72%,66%,64%,69%,62%,58%,37%,54%,56%,49%,47%,50%,53%
  └─ Employee Cost %,3%,4%,4%,5%,4%,5%,5%,7%,5%,5%,5%,8%,10%
Operating Profit,64,35,26,22,27,26,29,20,18,28,27,17,13
OPM %,15%,13%,12%,10%,16%,15%,17%,14%,11%,15%,15%,12%,8%
Other Income,20,1,2,4,4,2,9,13,12,6,7,19,12
  └─ Exceptional items,0.00,0.00,0.00,-5.87,-4.99,0.00,0.00,0.00,-3.06,-4.76,0.00,-0.03,-5.53
  └─ Other income normal,20.18,0.71,2.46,10.37,8.61,2.45,9.13,12.56,15.33,10.39,7.10,19.40,17.90
Interest,1,1,1,1,2,1,0,0,1,0,0,0,0
Depreciation,5,3,3,3,3,2,2,2,2,2,2,2,2
Profit before tax,79,33,25,23,26,26,36,30,27,31,32,34,23
Tax %,9%,26%,27%,29%,24%,28%,29%,29%,19%,28%,27%,31%,14%
Net Profit,71,24,18,17,20,19,25,22,22,22,23,24,20
  └─ Exceptional items AT,0.00,0.00,0.00,-4.16,-3.79,0.00,0.00,0.00,-2.47,-3.40,0.00,-0.03,-4.66
  └─ Profit excl Excep,71.11,24.30,18.48,20.79,23.34,18.62,25.30,21.56,24.46,25.81,23.29,23.78,24.72
  └─ Profit for PE,71.11,24.30,18.48,20.79,23.34,18.62,25.30,21.56,24.46,25.81,23.29,23.78,24.72
  └─ Profit for EPS,71.11,24.30,18.48,16.63,19.55,18.62,25.30,21.56,21.99,22.41,23.29,23.75,20.06
  └─ YOY Profit Growth %,90.49%,-32.37%,-21.99%,-11.61%,-67.18%,-23.37%,36.90%,3.70%,4.80%,38.61%,-7.94%,10.30%,1.06%
EPS in Rs,41.43,14.16,10.77,9.69,11.39,10.85,14.74,12.56,12.81,13.06,13.57,13.84,11.69
Raw PDF,,,,,,,,,,,,,
