Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,3102,4310,4352,3244,3387,4863,4700,3561,3877,5202,5267,4005,4096
  └─ YOY Sales Growth %,3.02%,5.07%,11.22%,3.68%,9.19%,12.83%,8.00%,9.77%,14.47%,6.97%,12.06%,12.47%,5.65%
Expenses,2589,3586,3706,2898,2977,4492,3804,2951,3065,4338,4206,3226,3353
  └─ Material Cost %,0.13%,0.07%,0.07%,0.06%,0.09%,0.04%,0.04%,0.03%,0.03%,0.02%,1.10%,0.95%,0.24%
  └─ Employee Cost %,9.32%,7.08%,7.35%,9.34%,8.41%,6.23%,7.06%,8.79%,7.04%,6.90%,7.52%,9.76%,8.11%
Operating Profit,513,724,646,346,410,371,896,610,812,864,1061,779,743
OPM %,17%,17%,15%,11%,12%,8%,19%,17%,21%,17%,20%,19%,18%
Other Income,547,323,423,617,645,744,189,396,293,311,156,257,531
  └─ Other income normal,547,323,423,617,645,744,189,396,293,311,156,257,531
Interest,289,308,305,296,325,322,328,339,335,363,337,343,317
Depreciation,221,300,303,303,311,301,295,305,304,304,311,308,304
Profit before tax,550,439,461,364,419,492,462,362,466,508,569,385,653
Tax %,19%,16%,21%,17%,1%,21%,19%,22%,17%,20%,21%,21%,30%
Net Profit,445,368,363,301,415,388,373,282,385,404,448,304,459
  └─ Minority share,-12,-21,-15,-20,-15,-10,-20,-17,-12,-17,-20,-19,-20
  └─ Profit excl Excep,445,368,363,301,415,388,373,282,385,404,448,304,459
  └─ Profit for PE,433,347,348,281,400,378,353,265,373,387,428,285,439
  └─ Profit for EPS,433,347,348,281,400,378,353,265,373,387,428,285,439
  └─ YOY Profit Growth %,2%,21%,14%,-12%,-8%,9%,1%,-6%,-7%,2%,21%,8%,18%
EPS in Rs,3.27,2.62,2.63,2.12,3.02,2.85,2.66,2.00,2.81,2.92,3.23,2.15,3.31
Raw PDF,,,,,,,,,,,,,
