Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,980,1038,1179,1130,1105,1151,1214,1576,1749,1784,2002,2057,2226
  └─ YOY Sales Growth %,49.29%,53.28%,51.89%,50.82%,12.75%,10.94%,2.96%,39.51%,58.25%,54.97%,64.88%,30.53%,27.28%
Expenses,792,823,942,910,898,954,1021,1377,1506,1519,1700,1745,1868
  └─ Material Cost %,54%,53%,53%,53%,54%,56%,56%,53%,54%,54%,55%,55%,55%
  └─ Employee Cost %,6%,6%,6%,7%,7%,6%,7%,8%,8%,8%,7%,7%,7%
Operating Profit,188,214,238,220,207,197,193,199,244,265,302,312,359
OPM %,19%,21%,20%,19%,19%,17%,16%,13%,14%,15%,15%,15%,16%
Other Income,5,4,5,4,6,5,7,-6,-5,-3,9,24,19
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.76,-10.71,-8.24,-0.49,-3.68,-0.54
  └─ Other income normal,5.00,3.90,4.96,3.62,5.61,5.02,6.84,8.77,5.44,5.18,9.94,27.95,19.41
Interest,42,42,42,44,46,49,41,58,68,66,77,79,86
Depreciation,60,68,67,70,72,72,76,103,95,102,109,115,118
Profit before tax,92,107,134,109,94,81,82,31,76,94,125,142,173
Tax %,12%,25%,22%,26%,25%,26%,25%,59%,12%,26%,28%,25%,33%
Net Profit,80,81,104,81,71,59,62,13,67,70,91,107,116
  └─ Minority share,-3,-6,-10,-8,-8,-6,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,0,0,0,0,-6,-8,-6,-0,-3,-0
  └─ Profit excl Excep,80,81,104,81,71,59,62,19,75,76,91,110,117
  └─ Profit for PE,78,74,95,73,62,53,62,19,75,76,91,110,117
  └─ Profit for EPS,78,74,95,73,62,53,62,13,67,70,91,107,116
  └─ YOY Profit Growth %,51%,32%,51%,42%,-20%,-29%,-35%,-74%,20%,42%,48%,477%,56%
EPS in Rs,36.76,35.25,44.75,34.61,29.50,22.30,25.86,5.42,27.99,29.18,38.09,44.90,48.80
Raw PDF,,,,,,,,,,,,,
