Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,14.98,19.29,19.14,19.66,16.93,14.10,16.79,18.21,19.80,16.71,19.18,21.78,22.75
  └─ YOY Sales Growth %,-35.04%,-18.57%,-11.27%,-13.92%,13.02%,-26.91%,-12.28%,-7.38%,16.95%,18.51%,14.23%,19.60%,14.90%
Expenses,12.07,15.60,15.72,15.82,13.93,10.76,13.97,14.02,15.65,14.51,15.86,17.10,16.86
  └─ Material Cost %,20.29%,28.41%,29.68%,31.18%,27.17%,14.47%,26.38%,21.75%,30.30%,26.75%,27.63%,32.05%,28.40%
  └─ Employee Cost %,19.09%,17.26%,17.61%,17.50%,19.79%,22.91%,19.59%,18.89%,17.42%,20.89%,18.35%,15.93%,15.65%
Operating Profit,2.91,3.69,3.42,3.84,3.00,3.34,2.82,4.19,4.15,2.20,3.32,4.68,5.89
OPM %,19.43%,19.13%,17.87%,19.53%,17.72%,23.69%,16.80%,23.01%,20.96%,13.17%,17.31%,21.49%,25.89%
Other Income,0.03,0.40,0.19,0.63,0.02,0.03,0.66,0.17,0.53,0.76,0.70,-0.23,0.93
  └─ Exceptional items,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.60,-0.00
  └─ Other income normal,0.03,0.40,0.19,0.63,0.02,0.03,0.66,0.17,0.53,0.76,0.70,0.37,0.93
Interest,0.28,0.05,0.05,0.06,0.04,0.16,0.12,0.13,0.19,0.12,0.12,0.09,0.10
Depreciation,1.14,1.08,1.12,1.12,1.06,1.27,1.09,1.19,1.21,1.14,1.06,1.04,1.15
Profit before tax,1.52,2.96,2.44,3.29,1.92,1.94,2.27,3.04,3.28,1.70,2.84,3.32,5.57
Tax %,35.53%,27.03%,30.74%,31.91%,26.56%,28.35%,30.84%,26.32%,23.78%,25.29%,32.04%,25.00%,26.57%
Net Profit,0.98,2.15,1.71,2.25,1.42,1.39,1.57,2.24,2.51,1.27,1.94,2.50,4.10
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,-0,0
  └─ Profit excl Excep,1,2,2,2,1,1,2,2,3,1,2,3,4
  └─ Profit for PE,1,2,2,2,1,1,2,2,3,1,2,3,4
  └─ Profit for EPS,1,2,2,2,1,1,2,2,3,1,2,2,4
  └─ YOY Profit Growth %,-76%,-27%,-44%,-37%,45%,-35%,-8%,-0%,77%,-9%,24%,30%,63%
EPS in Rs,0.99,2.17,1.72,2.27,1.43,1.40,1.58,2.26,2.53,1.28,1.96,2.52,4.13
Raw PDF,,,,,,,,,,,,,
