Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,80.68,65.96,54.72,60.79,59.83,65.62,77.38,73.29,76.27,70.74,56.18,72.54,70.71
  └─ YOY Sales Growth %,-9.45%,-20.32%,-36.65%,-29.79%,-25.84%,-0.52%,41.41%,20.56%,27.48%,7.80%,-27.40%,-1.02%,-7.29%
Expenses,67.93,57.12,43.96,47.14,46.36,55.53,66.79,69.30,63.72,66.58,55.02,69.45,70.59
  └─ Material Cost %,63%,61%,53%,50%,48%,58%,57%,60%,52%,56%,52%,58%,57%
  └─ Employee Cost %,9%,10%,12%,13%,12%,12%,11%,13%,12%,12%,16%,14%,15%
Operating Profit,12.75,8.84,10.76,13.65,13.47,10.09,10.59,3.99,12.55,4.16,1.16,3.09,0.12
OPM %,15.80%,13.40%,19.66%,22.45%,22.51%,15.38%,13.69%,5.44%,16.45%,5.88%,2.06%,4.26%,0.17%
Other Income,-0.22,-47.68,5.93,1.51,-0.70,-1.85,-4.11,3.94,-1.69,-1.78,1.59,0.10,2.92
  └─ Exceptional items,0.00,-46.67,5.65,1.64,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,-0.22,-1.01,0.28,-0.13,-1.79,-1.85,-4.11,3.94,-1.69,-1.78,1.59,0.10,2.92
Interest,0.27,0.29,0.37,0.41,0.61,0.37,0.45,1.38,0.74,1.01,0.89,1.02,0.99
Depreciation,1.19,0.29,0.66,0.48,0.67,0.49,0.46,0.48,0.46,0.46,0.48,0.56,0.65
Profit before tax,11.07,-39.42,15.66,14.27,11.49,7.38,5.57,6.07,9.66,0.91,1.38,1.61,1.40
Tax %,26.83%,4.90%,7.92%,4.77%,4.87%,12.06%,17.41%,11.70%,10.56%,67.03%,84.06%,80.75%,56.43%
Net Profit,8.10,-41.34,14.43,13.59,10.93,6.48,4.59,5.36,8.64,0.29,0.21,0.31,0.61
  └─ Exceptional items AT,0,-45,5,2,1,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,8,3,9,12,10,6,5,5,9,0,0,0,1
  └─ Profit for PE,8,3,9,12,10,6,5,5,9,0,0,0,1
  └─ Profit for EPS,8,-41,14,14,11,6,5,5,9,0,0,0,1
  └─ YOY Profit Growth %,-36%,-76%,-40%,46%,22%,91%,-50%,-55%,-13%,-96%,-95%,-94%,-93%
EPS in Rs,1.59,-8.07,2.82,2.65,2.01,1.17,0.83,0.97,1.57,0.05,0.04,0.06,0.11
Raw PDF,,,,,,,,,,,,,
