Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,202,222,224,217,210,227,221,243,243,247,258,262,286
  └─ YOY Sales Growth %,7.20%,-5.58%,12.22%,-0.17%,4.12%,2.24%,-1.35%,11.78%,15.51%,8.97%,16.46%,8.12%,17.77%
Expenses,169,175,173,173,174,178,179,191,192,192,207,220,229
  └─ Material Cost %,-0.01%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.65%,0.00%
  └─ Employee Cost %,29.99%,28.29%,30.09%,30.57%,33.94%,30.35%,32.66%,29.43%,32.45%,31.25%,33.30%,32.72%,34.06%
Operating Profit,32,47,51,44,36,49,43,52,51,55,51,43,57
OPM %,16%,21%,23%,20%,17%,22%,19%,21%,21%,22%,20%,16%,20%
Other Income,7,5,5,6,7,6,6,6,31,7,6,7,11
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.89,0.00,0.00,0.00,0.00
  └─ Other income normal,6.90,5.26,5.35,5.58,7.35,5.88,5.94,6.46,6.89,7.06,6.44,6.89,10.52
Interest,9,7,7,11,14,13,12,15,15,16,15,14,15
Depreciation,13,11,11,15,16,17,17,18,18,21,22,22,22
Profit before tax,18,35,38,23,13,26,19,25,48,26,20,13,31
Tax %,31%,35%,18%,33%,-134%,17%,20%,29%,5%,10%,14%,-12%,-20%
Net Profit,12,23,32,16,30,21,15,18,46,23,17,15,37
  └─ Minority share,-2.82,-4.34,-3.87,-2.81,-2.66,-3.79,-3.23,-2.27,-5.99,-5.18,-3.61,-3.14,-4.38
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.88,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,12.38,22.61,31.50,15.61,30.16,21.30,15.32,18.03,25.11,22.96,17.26,14.64,36.90
  └─ Profit for PE,9.56,18.27,27.63,12.80,27.50,17.51,12.09,15.76,21.84,17.78,13.65,11.50,32.52
  └─ Profit for EPS,9.56,18.27,27.63,12.80,27.50,17.51,12.09,15.76,40.00,17.78,13.65,11.50,32.52
  └─ YOY Profit Growth %,-52.34%,-21.25%,18.48%,6.67%,187.66%,-4.16%,-56.24%,23.12%,-20.58%,1.54%,12.90%,-27.03%,48.90%
EPS in Rs,3.38,6.46,9.77,4.51,9.69,6.17,4.26,5.55,14.09,6.26,4.81,4.05,11.46
Raw PDF,,,,,,,,,,,,,
