Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,203872,198551,179246,199906,198650,193845,174976,194014,195270,192341,178628,205157,208289
  └─ YOY Sales Growth %,16.30%,-11.13%,-14.14%,-2.82%,-2.56%,-2.37%,-2.38%,-2.95%,-1.70%,-0.78%,2.09%,5.74%,6.67%
Expenses,186236,174851,156075,183172,186675,183923,171509,186442,180241,179073,162383,182412,183485
  └─ Material Cost %,85%,81%,78%,84%,86%,87%,89%,87%,84%,85%,81%,80%,77%
  └─ Employee Cost %,1%,2%,2%,1%,2%,1%,2%,1%,1%,2%,2%,1%,1%
Operating Profit,17637,23700,23171,16733,11975,9921,3467,7573,15029,13267,16245,22745,24804
OPM %,9%,12%,13%,8%,6%,5%,2%,4%,8%,7%,9%,11%,12%
Other Income,1368,970,829,1916,1686,1102,2556,1936,1519,1732,1356,1627,2424
  └─ Exceptional items,0,0,0,0,0,0,1157,680,1,0,0,0,0
  └─ Other income normal,1368,970,829,1916,1686,1102,1398,1256,1517,1732,1356,1627,2424
Interest,1957,1743,1977,1958,2147,2080,2546,2458,2178,2070,2270,2088,1880
Depreciation,3288,3476,3610,4686,4094,4103,4065,4284,4325,4179,4227,4457,5557
Profit before tax,13759,19450,18413,12005,7420,4841,-589,2766,10045,8750,11104,17827,19791
Tax %,21%,24%,26%,23%,26%,23%,-24%,22%,17%,22%,26%,24%,23%
Net Profit,10841,14735,13713,9225,5488,3723,-449,2147,8368,6808,8191,13502,15176
  └─ Minority share,-551,-298,-599,-195,-339,-194,279,-32,-244,6,-373,-495,-718
  └─ Exceptional items AT,0,0,0,0,0,0,1157,486,1,0,0,0,0
  └─ Profit excl Excep,10841,14735,13713,9225,5488,3723,-1606,1662,8367,6808,8191,13502,15176
  └─ Profit for PE,10290,14437,13114,9030,5149,3528,-607,1637,8123,6814,7818,13007,14458
  └─ Profit for EPS,10290,14437,13114,9030,5149,3528,-170,2115,8124,6814,7818,13007,14458
  └─ YOY Profit Growth %,55%,5268%,1423%,1068%,-50%,-76%,-105%,-82%,58%,93%,1388%,695%,78%
EPS in Rs,7.29,10.22,9.29,6.39,3.65,2.50,-0.12,1.50,5.75,4.83,5.54,9.21,10.24
Raw PDF,,,,,,,,,,,,,
