Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,4324,3889,4218,4340,5592,4698,5498,5226,6986,5906,6477,7636,8864
  └─ YOY Sales Growth %,8.91%,42.13%,26.57%,16.83%,29.33%,20.79%,30.37%,20.40%,24.93%,25.71%,17.80%,46.12%,26.89%
Expenses,3721,3341,3609,3771,4830,4115,4867,4506,5960,5048,5456,6670,7703
  └─ Material Cost %,74%,73%,72%,70%,69%,69%,71%,69%,69%,70%,69%,72%,73%
  └─ Employee Cost %,3%,3%,4%,3%,3%,3%,3%,4%,3%,4%,4%,3%,2%
Operating Profit,603,549,609,570,762,583,632,720,1025,858,1021,966,1161
OPM %,14%,14%,14%,13%,14%,12%,11%,14%,15%,15%,16%,13%,13%
Other Income,52,64,35,71,54,58,76,25,48,80,45,50,60
  └─ Other income normal,52,64,35,71,54,58,76,25,48,80,45,50,60
Interest,28,25,27,32,24,41,45,50,33,51,48,69,75
Depreciation,53,57,60,62,66,67,72,79,80,86,97,106,98
Profit before tax,573,530,557,546,725,533,590,617,961,801,921,842,1049
Tax %,25%,24%,23%,24%,24%,25%,25%,25%,24%,25%,25%,25%,25%
Net Profit,429,403,430,417,553,402,445,464,734,600,693,630,786
  └─ Minority share,-4,-4,-4,-4,-7,-6,-5,-7,-8,-8,-8,-8,-13
  └─ Profit excl Excep,429,403,430,417,553,402,445,464,734,600,693,630,786
  └─ Profit for PE,425,400,426,413,546,396,440,458,727,592,685,622,773
  └─ Profit for EPS,425,400,426,413,546,396,440,458,727,592,685,622,773
  └─ YOY Profit Growth %,32%,82%,59%,15%,28%,-1%,3%,11%,33%,50%,56%,36%,6%
EPS in Rs,28.38,26.67,28.37,27.49,36.34,26.34,29.24,30.42,48.31,39.34,45.54,41.30,51.33
Raw PDF,,,,,,,,,,,,,
