Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,19.34,18.05,25.32,21.52,22.45,18.06,17.66,20.95,18.35,22.01,21.13,22.29,25.39
  └─ YOY Sales Growth %,-2.37%,34.10%,83.88%,29.95%,16.08%,0.06%,-30.25%,-2.65%,-18.26%,21.87%,19.65%,6.40%,38.37%
Expenses,18.06,17.23,24.16,20.17,19.75,17.32,16.99,20.09,17.79,20.82,20.04,21.07,24.25
  └─ Employee Cost %,8.58%,8.31%,6.48%,8.97%,7.97%,12.18%,11.61%,9.83%,10.79%,11.18%,11.36%,9.60%,8.70%
Operating Profit,1.28,0.82,1.16,1.35,2.70,0.74,0.67,0.86,0.56,1.19,1.09,1.22,1.14
OPM %,6.62%,4.54%,4.58%,6.27%,12.03%,4.10%,3.79%,4.11%,3.05%,5.41%,5.16%,5.47%,4.49%
Other Income,0.05,0.13,0.21,0.17,-0.53,0.21,0.22,0.23,0.25,0.23,0.18,-0.34,0.43
  └─ Exceptional items,0.00,0.00,0.00,0.00,-0.78,0.00,0.00,0.00,0.00,0.00,0.00,-0.51,0.22
  └─ Other income normal,0.05,0.13,0.21,0.17,0.25,0.21,0.22,0.23,0.25,0.23,0.18,0.17,0.21
Interest,0.23,0.16,0.18,0.29,0.17,0.17,0.18,0.20,0.16,0.15,0.16,0.16,0.14
Depreciation,0.07,0.07,0.07,0.07,0.07,0.01,0.02,0.03,0.03,0.02,0.02,0.02,0.02
Profit before tax,1.03,0.72,1.12,1.16,1.93,0.77,0.69,0.86,0.62,1.25,1.09,0.70,1.41
Tax %,44.66%,20.83%,28.57%,23.28%,31.61%,18.18%,18.84%,16.28%,32.26%,15.20%,22.94%,20.00%,26.24%
Net Profit,0.57,0.57,0.80,0.90,1.32,0.62,0.56,0.72,0.42,1.06,0.83,0.55,1.04
  └─ Exceptional items AT,0,0,0,0,-1,0,0,0,0,0,0,-0,0
  └─ Profit excl Excep,1,1,1,1,2,1,1,1,0,1,1,1,1
  └─ Profit for PE,1,1,1,1,2,1,1,1,0,1,1,1,1
  └─ Profit for EPS,1,1,1,1,1,1,1,1,0,1,1,1,1
  └─ YOY Profit Growth %,14%,84%,36%,41%,223%,9%,-30%,-20%,-77%,71%,48%,18%,110%
EPS in Rs,1.95,1.95,2.73,3.07,4.51,2.12,1.91,2.46,1.43,3.62,2.83,1.88,3.55
Raw PDF,,,,,,,,,,,,,
