Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,164067,163824,147614,167357,172137,168968,159331,167213,167749,163108,157911,167423,173805
  └─ YOY Sales Growth %,5.21%,-10.43%,-12.48%,-1.10%,4.92%,3.14%,7.94%,-0.09%,-2.55%,-3.47%,-0.89%,0.13%,3.61%
Expenses,143527,133029,119534,146996,148913,147183,138757,142858,145983,137429,131390,142088,148449
  └─ Material Cost %,63%,61%,56%,66%,65%,66%,65%,63%,63%,63%,60%,62%,59%
  └─ Employee Cost %,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
Operating Profit,20539,30795,28080,20360,23224,21785,20574,24354,21766,25679,26521,25335,25356
OPM %,13%,19%,19%,12%,13%,13%,13%,15%,13%,16%,17%,15%,15%
Other Income,-4786,3069,3673,4299,3375,3535,4162,2415,3548,2555,3447,3450,5699
  └─ Exceptional items,-7445,0,96,1,-1733,0,-24,0,-127,-19,-0,45,-462
  └─ Other income normal,2658,3069,3577,4298,5108,3535,4186,2415,3675,2573,3448,3405,6161
Interest,2068,2364,3243,3203,3608,3694,3827,3750,3264,3341,3411,3207,3070
Depreciation,6744,7078,7079,7494,8420,8501,8254,9539,8912,9384,9273,9388,9345
Profit before tax,6941,24422,21431,13962,14570,13125,12655,13480,13137,15509,17284,16190,18640
Tax %,7%,27%,25%,25%,24%,26%,22%,28%,32%,26%,27%,26%,27%
Net Profit,6478,17893,16171,10511,11096,9776,9841,9747,8965,11554,12615,11946,13678
  └─ Minority share,-1986,-3249,-2468,192,-1064,198,394,-1162,-1534,-1750,-1830,-1931,-2858
  └─ Exceptional items AT,-6119,0,73,0,-1320,0,-18,0,-85,-14,-0,32,-338
  └─ Profit excl Excep,12597,17893,16099,10511,12416,9776,9859,9747,9050,11568,12615,11914,14016
  └─ Profit for PE,8735,14644,13642,10703,11225,9974,10253,8585,7502,9816,10785,9989,11087
  └─ Profit for EPS,4492,14644,13703,10703,10032,9974,10235,8585,7431,9804,10785,10016,10820
  └─ YOY Profit Growth %,-26%,19%,64%,-7%,28%,-32%,-25%,-20%,-33%,-2%,5%,16%,48%
EPS in Rs,3.57,11.64,10.89,8.51,7.97,7.93,8.14,6.82,5.91,7.79,8.57,7.96,8.60
Raw PDF,,,,,,,,,,,,,
