Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,191,349,371,503,528,640,733,911,1275,826,1119,1207,1244
  └─ YOY Sales Growth %,38.83%,65.57%,246.04%,122.56%,176.66%,83.40%,97.77%,81.01%,141.57%,29.19%,52.68%,32.50%,-2.40%
Expenses,218,317,322,411,429,505,567,707,1021,643,891,926,1045
  └─ Material Cost %,52%,65%,59%,58%,55%,62%,56%,61%,56%,57%,56%,55%,54%
  └─ Employee Cost %,13%,7%,7%,5%,6%,5%,6%,5%,4%,5%,5%,4%,5%
Operating Profit,-27,31,48,93,99,135,166,204,254,184,228,282,200
OPM %,-14%,9%,13%,18%,19%,21%,23%,22%,20%,22%,20%,23%,16%
Other Income,-0,4,16,1,21,18,11,68,36,36,43,31,61
  └─ Exceptional items,-4,0,2,-2,-15,3,-0,-14,0,0,0,0,0
  └─ Other income normal,3,4,14,3,35,15,11,82,36,36,43,31,61
Interest,65,70,64,63,57,56,44,34,35,34,51,50,65
Depreciation,26,29,26,28,30,42,45,47,48,49,51,53,52
Profit before tax,-119,-63,-26,3,31,55,88,190,208,138,169,209,144
Tax %,0%,2%,4%,45%,-4%,24%,4%,42%,8%,29%,29%,40%,27%
Net Profit,-119,-65,-27,2,33,42,84,110,190,97,121,127,106
  └─ Minority share,2,1,3,-1,14,-31,-59,7,-3,9,-29,-9,-14
  └─ Exceptional items AT,-4,0,2,-2,-15,3,-0,-8,0,0,0,0,0
  └─ Profit excl Excep,-116,-65,-29,4,47,38,84,118,190,97,121,127,106
  └─ Profit for PE,-114,-64,-26,2,61,9,26,125,187,106,92,117,91
  └─ Profit for EPS,-117,-64,-24,1,47,10,26,117,187,106,92,117,91
  └─ YOY Profit Growth %,55%,51%,80%,101%,154%,115%,198%,5298%,205%,1015%,257%,-6%,-51%
EPS in Rs,-0.85,-0.46,-0.17,0.01,0.34,0.07,0.19,0.84,1.35,0.61,0.53,0.68,0.53
Raw PDF,,,,,,,,,,,,,
