Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,18.72,11.97,14.03,33.07,32.52,23.40,31.44,54.28,58.06,39.39,37.50,90.45,73.60
  └─ YOY Sales Growth %,10.90%,-40.30%,-19.00%,16.53%,73.72%,95.49%,124.09%,64.14%,78.54%,68.33%,19.27%,66.64%,26.77%
Expenses,9.08,7.51,10.16,20.70,24.02,17.07,24.99,32.81,42.69,33.64,33.89,64.20,51.66
  └─ Employee Cost %,9.29%,15.12%,20.31%,16.03%,18.60%,19.96%,18.19%,13.49%,15.42%,18.81%,20.64%,11.86%,15.27%
Operating Profit,9.64,4.46,3.87,12.37,8.50,6.33,6.45,21.47,15.37,5.75,3.61,26.25,21.94
OPM %,51.50%,37.26%,27.58%,37.41%,26.14%,27.05%,20.52%,39.55%,26.47%,14.60%,9.63%,29.02%,29.81%
Other Income,0.28,0.48,0.60,0.90,0.97,1.29,4.14,0.60,1.22,0.47,0.34,0.26,-0.49
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.91
  └─ Other income normal,0.28,0.48,0.60,0.90,0.97,1.29,4.14,0.60,1.22,0.47,0.34,0.26,0.42
Interest,0.24,0.06,0.09,0.58,1.66,1.64,1.90,1.93,2.58,2.23,2.68,3.39,6.19
Depreciation,2.26,3.24,2.26,3.84,1.34,4.96,6.37,6.77,9.73,9.42,10.18,12.21,16.99
Profit before tax,7.42,1.64,2.12,8.85,6.47,1.02,2.32,13.37,4.28,-5.43,-8.91,10.91,-1.73
Tax %,30.32%,28.66%,0.94%,8.47%,74.65%,25.49%,39.22%,21.09%,21.96%,5.71%,3.48%,9.07%,185.55%
Net Profit,5.17,1.17,2.10,8.10,1.64,0.76,1.41,10.55,3.33,-5.75,-9.22,9.93,-4.93
  └─ Minority share,0,0,0,0,0,0,0,-1,1,-0,-0,-1,-0
  └─ Exceptional items AT,0,0,0,0,0,0,0,0,0,0,0,0,1
  └─ Profit excl Excep,5,1,2,8,2,1,1,11,3,-6,-9,10,-6
  └─ Profit for PE,5,1,2,8,2,1,1,9,4,-6,-10,9,-6
  └─ Profit for EPS,5,1,2,8,2,1,1,9,4,-6,-10,9,-5
  └─ YOY Profit Growth %,10%,-79%,-65%,-30%,-68%,-35%,-32%,12%,148%,-908%,-781%,2%,-242%
EPS in Rs,2.47,0.53,0.93,3.55,0.67,0.29,0.55,3.52,1.55,-2.35,-3.70,3.55,-1.91
Raw PDF,,,,,,,,,,,,,
