Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,6247,6245,6280,6595,6258,6335,6437,6928,6424,6561,6831,7743,7336
  └─ YOY Sales Growth %,11.99%,5.09%,5.43%,2.69%,0.17%,1.45%,2.51%,5.04%,2.64%,3.57%,6.12%,11.77%,14.20%
Expenses,5249,5193,5120,5387,5230,5426,5559,5981,5586,5693,5810,6557,6267
  └─ Material Cost %,57%,55%,54%,53%,53%,54%,55%,58%,57%,56%,55%,55%,53%
  └─ Employee Cost %,11%,12%,12%,12%,12%,13%,12%,12%,12%,13%,13%,12%,12%
Operating Profit,998,1051,1160,1208,1028,909,878,947,837,868,1021,1186,1069
OPM %,16%,17%,18%,18%,16%,14%,14%,14%,13%,13%,15%,15%,15%
Other Income,40,22,13,3,38,-10,17,4,-91,-351,-150,23,-421
  └─ Exceptional items,23,-13,-12,-15,-37,-40,-5,-4,-119,-370,-180,-27,-456
  └─ Other income normal,17,36,25,18,74,31,22,8,28,19,30,50,35
Interest,139,135,133,123,115,107,120,111,109,101,101,100,90
Depreciation,372,362,360,368,388,370,376,376,377,378,383,385,397
Profit before tax,527,576,680,721,563,423,399,465,260,38,386,723,162
Tax %,22%,31%,30%,31%,37%,29%,25%,27%,29%,66%,33%,35%,-290%
Net Profit,410,397,474,497,354,302,297,337,185,13,258,471,631
  └─ Exceptional items AT,18,-9,-9,-10,-23,-29,-4,-3,-79,-318,-120,-18,-304
  └─ Profit excl Excep,393,406,483,507,377,331,301,340,264,331,378,488,935
  └─ Profit for PE,393,406,483,507,377,331,301,340,264,331,378,488,935
  └─ Profit for EPS,410,397,474,497,354,302,297,337,185,13,258,471,631
  └─ YOY Profit Growth %,246%,113%,169%,74%,-4%,-19%,-38%,-33%,-30%,0%,26%,43%,255%
EPS in Rs,6.46,6.25,7.47,7.82,5.58,4.76,4.68,5.31,2.91,0.20,4.06,7.41,9.93
Raw PDF,,,,,,,,,,,,,
