Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,108,108,112,120,130,129,131,139,146,144,147,153,155
  └─ YOY Sales Growth %,26.48%,21.92%,19.28%,19.68%,20.12%,20.29%,16.97%,16.42%,12.64%,11.28%,12.17%,9.48%,5.87%
Expenses,84,83,87,89,94,98,101,107,111,107,111,107,111
  └─ Employee Cost %,55%,59%,56%,56%,55%,58%,58%,57%,56%,58%,56%,53%,54%
Operating Profit,24,25,25,31,35,31,31,32,35,37,36,46,44
OPM %,22%,23%,23%,26%,27%,24%,23%,23%,24%,25%,24%,30%,28%
Other Income,1,2,2,1,2,20,0,4,4,3,2,-2,-2
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,17.08,0.61,0.00,-0.80,0.00,0.00,-4.02,-3.79
  └─ Other income normal,0.88,2.05,2.45,0.75,1.65,2.84,-0.25,3.58,4.61,2.93,1.90,2.34,2.19
Interest,1,1,1,1,1,1,1,1,2,2,2,2,3
Depreciation,9,7,8,9,10,10,10,11,12,13,15,14,16
Profit before tax,15,19,20,21,26,40,20,24,25,24,21,28,23
Tax %,20%,16%,17%,46%,20%,21%,39%,19%,24%,38%,16%,25%,-23%
Net Profit,12,16,16,11,21,32,12,20,19,15,18,21,29
  └─ Exceptional items AT,0,0,0,0,0,14,0,0,-1,0,0,-3,-4
  └─ Profit excl Excep,12,16,16,11,21,18,12,20,20,15,18,24,33
  └─ Profit for PE,12,16,16,11,21,18,12,20,20,15,18,24,33
  └─ Profit for EPS,12,16,16,11,21,32,12,20,19,15,18,21,29
  └─ YOY Profit Growth %,-31%,16%,2%,56%,71%,17%,-28%,77%,-4%,-19%,50%,19%,64%
EPS in Rs,7.95,10.35,10.66,7.39,13.60,20.97,7.97,13.07,12.66,9.77,11.56,13.68,18.95
Raw PDF,,,,,,,,,,,,,
