Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,14161,16683,14944,19452,17825,19571,16970,22111,22152,20496,18555,23472,22438
  └─ YOY Sales Growth %,76.55%,29.78%,19.57%,30.26%,25.88%,17.31%,13.56%,13.67%,24.27%,4.73%,9.34%,6.16%,1.29%
Expenses,11409,11709,12744,14303,13832,14412,15338,16932,16062,15270,17976,18104,21628
  └─ Material Cost %,0.52%,0.45%,0.55%,0.51%,0.49%,0.44%,0.48%,0.49%,0.48%,0.51%,0.61%,0.58%,0.63%
  └─ Employee Cost %,9.17%,8.69%,10.18%,8.70%,10.09%,8.98%,10.90%,8.68%,8.79%,10.00%,11.02%,8.96%,9.25%
Operating Profit,2752,4974,2200,5149,3994,5159,1631,5179,6089,5226,580,5367,810
OPM %,19%,30%,15%,26%,22%,26%,10%,23%,27%,26%,3%,23%,4%
Other Income,440,478,559,610,680,678,789,882,946,1046,1044,-478,1142
  └─ Exceptional items,0,0,0,0,0,0,0,0,0,0,0,-1546,-250
  └─ Other income normal,440,478,559,610,680,678,789,882,946,1046,1044,1069,1392
Interest,918,954,1021,1095,1099,1158,1240,1308,1374,1396,1465,1545,1485
Depreciation,1353,1408,1549,1666,1803,1876,2088,2226,2491,2566,2640,2782,2820
Profit before tax,920,3091,189,2998,1771,2804,-907,2527,3169,2311,-2482,562,-2352
Tax %,0%,0%,0%,0%,-7%,3%,9%,3%,3%,6%,4%,2%,8%
Net Profit,919,3091,189,2998,1895,2729,-987,2449,3068,2176,-2582,549,-2537
  └─ Minority share,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,1,1
  └─ Exceptional items AT,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-1380,-223
  └─ Profit excl Excep,919,3091,189,2998,1895,2729,-987,2449,3068,2176,-2582,1929,-2314
  └─ Profit for PE,919,3091,189,2998,1895,2729,-987,2449,3068,2176,-2582,1929,-2313
  └─ Profit for EPS,919,3091,189,2998,1895,2729,-987,2449,3068,2176,-2582,550,-2536
  └─ YOY Profit Growth %,155%,390%,112%,111%,106%,-12%,-622%,-18%,62%,-20%,-162%,-21%,-175%
EPS in Rs,23.84,80.16,4.90,77.68,49.09,70.70,-25.54,63.38,79.38,56.31,-66.79,14.22,-65.60
Raw PDF,,,,,,,,,,,,,
