Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,608,592,586,585,577,638,639,630,608,681,635,657,744
  └─ YOY Sales Growth %,5.68%,-8.60%,6.20%,13.74%,-5.16%,7.74%,9.10%,7.83%,5.46%,6.66%,-0.54%,4.22%,22.32%
Expenses,556,528,511,511,485,574,569,546,514,597,568,571,630
  └─ Material Cost %,69%,68%,66%,66%,65%,67%,68%,65%,62%,66%,65%,64%,66%
  └─ Employee Cost %,13%,10%,10%,10%,12%,11%,9%,10%,12%,10%,10%,10%,9%
Operating Profit,52,65,75,74,91,64,70,84,95,83,67,86,114
OPM %,9%,11%,13%,13%,16%,10%,11%,13%,16%,12%,11%,13%,15%
Other Income,17,10,13,11,18,12,11,9,18,9,11,7,20
  └─ Other income normal,17.17,10.18,12.61,10.54,17.70,12.30,11.46,8.63,17.63,9.47,10.71,6.62,19.55
Interest,5,6,5,5,6,6,5,9,6,7,7,10,10
Depreciation,14,15,14,14,15,14,14,15,16,14,16,18,28
Profit before tax,51,54,69,64,88,56,62,68,90,71,55,65,95
Tax %,51%,22%,31%,24%,31%,20%,30%,29%,35%,27%,31%,28%,32%
Net Profit,43,56,63,66,73,63,61,62,74,67,55,65,83
  └─ Profit from Associates,18,14,15,17,12,18,18,14,15,15,17,18,18
  └─ Minority share,1,1,1,1,0,1,1,3,2,2,1,2,2
  └─ Profit excl Excep,43,56,63,66,73,63,61,62,74,67,55,65,83
  └─ Profit for PE,45,57,64,67,74,64,63,64,75,69,57,67,85
  └─ Profit for EPS,45,57,64,67,74,64,63,64,75,69,57,67,85
  └─ YOY Profit Growth %,-5%,2%,82%,85%,65%,11%,-2%,-3%,2%,8%,-10%,3%,12%
EPS in Rs,2.61,3.35,3.73,3.90,4.31,3.73,3.66,3.77,4.39,4.03,3.31,3.89,4.94
Raw PDF,,,,,,,,,,,,,
