Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,48.14,43.86,29.12,24.91,50.62,66.11,64.84,55.11,57.29,41.60,61.07,56.06,41.78
  └─ YOY Sales Growth %,972.16%,265.20%,65.83%,-19.83%,5.15%,50.73%,122.66%,121.24%,13.18%,-37.07%,-5.81%,1.72%,-27.07%
Expenses,29.54,29.49,20.12,17.61,35.00,38.05,38.54,37.19,41.25,27.35,40.32,36.85,31.41
  └─ Material Cost %,40.47%,44.60%,36.88%,37.94%,37.57%,42.46%,42.60%,49.39%,50.86%,43.15%,47.55%,45.70%,44.47%
  └─ Employee Cost %,6.29%,7.09%,11.98%,12.97%,7.72%,5.67%,5.61%,7.09%,6.98%,9.45%,6.58%,7.92%,11.06%
Operating Profit,18.60,14.37,9.00,7.30,15.62,28.06,26.30,17.92,16.04,14.25,20.75,19.21,10.37
OPM %,38.64%,32.76%,30.91%,29.31%,30.86%,42.44%,40.56%,32.52%,28.00%,34.25%,33.98%,34.27%,24.82%
Other Income,1.25,0.71,0.57,0.64,0.68,0.80,1.14,1.56,1.76,1.88,2.12,2.15,2.38
  └─ Other income normal,1.25,0.71,0.57,0.64,0.68,0.80,1.14,1.56,1.76,1.88,2.12,2.15,2.38
Interest,0.38,0.09,0.09,0.10,0.16,0.03,0.05,0.08,0.05,0.06,0.12,0.12,0.08
Depreciation,1.80,1.71,1.97,2.11,2.05,1.74,1.72,1.90,2.03,1.81,1.98,1.94,2.04
Profit before tax,17.67,13.28,7.51,5.73,14.09,27.09,25.67,17.50,15.72,14.26,20.77,19.30,10.63
Tax %,27.50%,29.82%,32.62%,14.83%,28.81%,25.58%,27.50%,26.69%,27.54%,23.42%,24.22%,31.14%,30.01%
Net Profit,12.81,9.32,5.06,4.88,10.03,20.16,18.61,12.83,11.39,10.92,15.74,13.29,7.44
  └─ Minority share,-0.04,0.02,0.04,0.02,0.10,-0.01,0.05,0.03,0.05,-0.02,0.00,0.02,-0.04
  └─ Profit excl Excep,12.81,9.32,5.06,4.88,10.03,20.16,18.61,12.83,11.39,10.92,15.74,13.29,7.44
  └─ Profit for PE,12.77,9.34,5.10,4.90,10.13,20.15,18.66,12.86,11.44,10.90,15.74,13.31,7.40
  └─ Profit for EPS,12.77,9.34,5.10,4.90,10.13,20.15,18.66,12.86,11.44,10.90,15.74,13.31,7.40
  └─ YOY Profit Growth %,397.67%,306.18%,1242.11%,33.51%,-20.67%,115.74%,265.88%,162.45%,12.93%,-45.91%,-15.65%,3.50%,-35.31%
EPS in Rs,8.46,6.19,3.38,3.25,6.71,13.36,12.37,8.52,7.58,7.22,10.43,8.82,4.90
Raw PDF,,,,,,,,,,,,,
