Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,490,591,564,603,544,646,616,726,595,667,650,784,601
  └─ YOY Sales Growth %,17.21%,31.87%,30.70%,14.87%,11.15%,9.25%,9.37%,20.54%,9.41%,3.20%,5.37%,7.93%,0.99%
Expenses,432,506,493,522,483,555,529,628,528,575,565,654,550
  └─ Material Cost %,55%,56%,56%,59%,58%,56%,54%,57%,54%,55%,52%,54%,54%
  └─ Employee Cost %,14%,11%,12%,11%,14%,12%,13%,11%,16%,13%,14%,12%,16%
Operating Profit,57,85,70,81,61,91,88,98,68,91,85,130,51
OPM %,12%,14%,12%,13%,11%,14%,14%,14%,11%,14%,13%,17%,8%
Other Income,10,11,11,9,13,13,10,14,16,16,22,-5,18
  └─ Exceptional items,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-25.50,0.00
  └─ Other income normal,10.50,10.80,11.20,9.20,12.60,13.40,9.80,14.40,16.00,15.50,21.80,20.50,17.60
Interest,1,1,2,2,1,1,1,0,1,1,1,1,1
Depreciation,12,12,12,14,13,13,14,14,14,14,15,16,14
Profit before tax,55,83,67,75,60,90,83,98,69,92,91,108,53
Tax %,26%,24%,25%,27%,25%,24%,26%,25%,25%,24%,26%,25%,25%
Net Profit,41,63,50,55,45,68,62,73,52,70,68,81,40
  └─ Exceptional items AT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.54,0.00
  └─ Profit excl Excep,40.90,62.80,50.10,54.90,44.60,68.10,61.70,73.10,51.60,70.40,67.50,97.54,39.80
  └─ Profit for PE,40.90,62.80,50.10,54.90,44.60,68.10,61.70,73.10,51.60,70.40,67.50,97.54,39.80
  └─ Profit for EPS,40.90,62.80,50.10,54.90,44.60,68.10,61.70,73.10,51.60,70.40,67.50,81.00,39.80
  └─ YOY Profit Growth %,1.24%,32.49%,28.46%,-1.79%,9.05%,8.44%,23.15%,33.15%,15.70%,3.38%,9.40%,33.43%,-22.87%
EPS in Rs,2.35,3.61,2.88,3.16,2.56,3.91,3.55,4.20,2.96,4.05,3.88,4.65,2.29
Raw PDF,,,,,,,,,,,,,
