Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,814,1305,1147,1652,1137,1404,1500,2046,1378,1826,1536,3071,1997
  └─ YOY Sales Growth %,,29.60%,25.84%,23.33%,39.73%,7.54%,30.87%,23.83%,21.14%,30.09%,2.37%,50.10%,44.93%
Expenses,747,1238,1107,1471,1050,1295,1449,1966,1251,1643,1430,2666,1722
  └─ Material Cost %,81%,88%,88%,81%,83%,83%,88%,90%,83%,81%,83%,80%,78%
  └─ Employee Cost %,3%,2%,2%,2%,2%,2%,2%,2%,3%,2%,3%,2%,2%
Operating Profit,67,67,39,181,88,109,52,80,127,184,107,405,274
OPM %,8%,5%,3%,11%,8%,8%,3%,4%,9%,10%,7%,13%,14%
Other Income,7,9,11,9,13,12,15,13,15,19,18,30,13
  └─ Other income normal,7.38,9.45,11.03,8.91,12.84,12.29,14.91,12.69,14.68,18.65,17.75,30.13,13.36
Interest,25,27,23,28,30,32,33,34,38,43,46,59,56
Depreciation,14,13,13,16,18,18,18,13,19,19,19,21,23
Profit before tax,36,37,14,146,52,71,16,46,85,141,59,355,208
Tax %,27%,26%,14%,25%,39%,28%,26%,27%,27%,26%,17%,26%,25%
Net Profit,26,28,12,109,32,51,12,33,62,105,49,264,157
  └─ Profit excl Excep,26,28,12,109,32,51,12,33,62,105,49,264,157
  └─ Profit for PE,26,28,12,109,32,51,12,33,62,105,49,264,157
  └─ Profit for EPS,26,28,12,109,32,51,12,33,62,105,49,264,157
  └─ YOY Profit Growth %,,23%,36%,6%,24%,85%,1%,-69%,94%,104%,302%,689%,151%
EPS in Rs,2.33,2.00,0.77,7.03,2.07,3.30,0.78,2.05,3.81,6.39,2.98,16.13,9.58
Raw PDF,,,,,,,,,,,,,
