Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,2151,1875,1916,1938,2080,1893,1529,1868,2146,1605,1845,1927,2163
  └─ YOY Sales Growth %,-6.52%,1.92%,-3.45%,-4.13%,-3.29%,0.96%,-20.19%,-3.60%,3.14%,-15.25%,20.69%,3.19%,0.81%
Expenses,1899,1761,1778,1783,1915,1742,1453,1718,1943,1535,1727,1783,2009
  └─ Material Cost %,75%,80%,77%,77%,77%,76%,78%,76%,74%,77%,78%,77%,76%
  └─ Employee Cost %,5%,5%,5%,6%,5%,6%,7%,6%,5%,7%,7%,6%,6%
Operating Profit,252,114,137,155,166,151,76,150,202,70,118,145,154
OPM %,12%,6%,7%,8%,8%,8%,5%,8%,9%,4%,6%,8%,7%
Other Income,2,2,2,4,7,8,7,6,9,13,23,3,16
  └─ Other income normal,1.53,1.73,1.51,3.76,6.89,7.64,7.07,5.92,9.05,12.79,22.54,2.76,15.88
Interest,10,6,6,7,4,5,6,5,5,5,9,7,6
Depreciation,29,29,29,30,29,30,31,30,31,32,32,33,33
Profit before tax,215,81,104,121,139,123,46,121,175,46,100,107,131
Tax %,28%,27%,27%,26%,25%,25%,26%,26%,26%,26%,26%,26%,25%
Net Profit,156,59,76,90,104,92,34,90,130,34,74,80,98
  └─ Profit excl Excep,156,59,76,90,104,92,34,90,130,34,74,80,98
  └─ Profit for PE,156,59,76,90,104,92,34,90,130,34,74,80,98
  └─ Profit for EPS,156,59,76,90,104,92,34,90,130,34,74,80,98
  └─ YOY Profit Growth %,88%,166%,12%,0%,-33%,56%,-55%,-0%,25%,-64%,117%,-11%,-24%
EPS in Rs,7.15,2.72,3.49,4.14,4.78,4.25,1.57,4.13,5.98,1.55,3.41,3.66,4.52
Raw PDF,,,,,,,,,,,,,
