Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,275,248,292,252,295,245,391,359,399,403,427,383,365
  └─ YOY Sales Growth %,8.37%,0.75%,-4.36%,0.39%,7.26%,-0.93%,33.80%,42.51%,35.27%,64.46%,9.21%,6.58%,-8.59%
Expenses,235,212,246,218,254,212,342,308,345,351,365,329,321
  └─ Material Cost %,45.10%,38.62%,40.81%,40.77%,45.23%,34.63%,43.69%,41.22%,43.81%,42.74%,42.29%,41.54%,45.32%
  └─ Employee Cost %,22.29%,24.86%,22.54%,25.94%,23.00%,28.06%,23.41%,25.71%,23.39%,25.60%,24.89%,26.09%,24.44%
Operating Profit,40,36,47,34,41,33,50,51,54,53,62,54,44
OPM %,14%,15%,16%,14%,14%,13%,13%,14%,14%,13%,15%,14%,12%
Other Income,2,4,6,5,2,3,2,3,4,2,7,6,4
  └─ Other income normal,1.90,4.17,5.63,4.88,1.64,2.71,2.39,2.87,4.23,1.63,6.80,5.89,3.80
Interest,7,6,4,5,3,5,11,8,10,12,10,10,9
Depreciation,9,9,10,9,9,10,11,12,11,11,12,12,12
Profit before tax,25,25,38,24,30,21,30,34,37,31,47,37,26
Tax %,19%,40%,26%,28%,5%,12%,28%,29%,19%,32%,26%,27%,30%
Net Profit,21,15,29,18,28,18,22,24,30,21,35,27,19
  └─ Minority share,0.08,0.03,-0.03,0.03,0.02,0.01,0.03,0.02,0.02,0.04,0.01,-0.05,-0.11
  └─ Profit excl Excep,20.52,14.97,28.59,17.61,28.46,18.05,21.92,24.16,30.39,21.36,34.70,27.01,18.59
  └─ Profit for PE,20.60,15.00,28.56,17.64,28.48,18.06,21.95,24.18,30.41,21.40,34.71,26.96,18.48
  └─ Profit for EPS,20.60,15.00,28.56,17.64,28.48,18.06,21.95,24.18,30.41,21.40,34.71,26.96,18.48
  └─ YOY Profit Growth %,-18.19%,-41.97%,25.04%,33.13%,38.25%,20.40%,-23.14%,37.07%,6.78%,18.49%,58.13%,11.50%,-39.23%
EPS in Rs,8.21,5.98,11.38,7.03,11.35,7.20,8.75,9.64,12.12,8.53,13.83,10.74,7.35
Raw PDF,,,,,,,,,,,,,
