Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,1766,2275,1890,1824,2133,2475,2117,2000,2323,2864,2053,2073,2250
  └─ YOY Sales Growth %,3.32%,-6.72%,12.35%,13.11%,20.81%,8.81%,11.99%,9.64%,8.89%,15.72%,-3.02%,3.62%,-3.14%
Expenses,1712,2052,1706,1678,1991,2190,1890,1859,2136,2553,1923,1847,2111
  └─ Material Cost %,61%,59%,55%,56%,58%,57%,56%,57%,58%,57%,57%,54%,54%
  └─ Employee Cost %,9%,7%,9%,9%,8%,7%,8%,8%,8%,7%,9%,9%,9%
Operating Profit,54,223,184,146,143,285,227,141,187,311,130,226,139
OPM %,3%,10%,10%,8%,7%,12%,11%,7%,8%,11%,6%,11%,6%
Other Income,12,10,12,25,26,7,10,-16,8,11,15,-8,82
  └─ Exceptional items,0,0,0,0,0,0,0,-26,0,0,0,-19,74
  └─ Other income normal,12,10,12,25,26,7,10,10,8,11,15,11,8
Interest,1,2,1,2,2,2,2,3,6,11,15,17,29
Depreciation,51,51,51,52,58,58,57,61,57,63,64,69,76
Profit before tax,13,180,144,117,110,233,178,61,132,248,66,132,116
Tax %,27%,24%,26%,27%,26%,26%,26%,37%,26%,26%,30%,39%,12%
Net Profit,10,136,107,86,82,174,132,39,98,184,46,81,102
  └─ Minority share,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0
  └─ Exceptional items AT,0,0,0,0,0,0,0,-14,0,0,0,-11,61
  └─ Profit excl Excep,10,136,107,86,82,174,132,52,98,184,46,92,41
  └─ Profit for PE,10,136,107,85,81,174,132,52,98,184,47,92,41
  └─ Profit for EPS,10,136,107,85,81,174,132,38,98,184,47,81,102
  └─ YOY Profit Growth %,-94%,-16%,-20%,174%,728%,27%,23%,-39%,20%,6%,-65%,77%,-58%
EPS in Rs,0.37,5.15,4.06,3.23,3.07,6.56,5.00,1.45,3.69,6.95,1.76,3.06,3.85
Raw PDF,,,,,,,,,,,,,
