Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,693,658,705,888,789,756,796,977,850,814,877,1066,935
  └─ YOY Sales Growth %,1.10%,4.77%,9.09%,22.75%,13.95%,14.85%,12.97%,10.02%,7.66%,7.64%,10.16%,9.07%,9.99%
Expenses,646,600,642,795,736,699,736,868,788,752,800,930,851
  └─ Material Cost %,36.02%,36.12%,36.08%,35.03%,34.52%,30.98%,33.79%,36.82%,36.01%,34.04%,34.43%,35.23%,34.22%
  └─ Employee Cost %,19.48%,19.49%,19.37%,17.18%,19.61%,19.12%,18.86%,16.35%,17.13%,18.31%,17.24%,15.14%,16.60%
Operating Profit,46,58,63,93,53,57,60,110,62,62,78,136,83
OPM %,7%,9%,9%,11%,7%,8%,8%,11%,7%,8%,9%,13%,9%
Other Income,9,7,3,2,6,9,9,2,8,13,11,5,13
  └─ Exceptional items,0.00,0.00,0.00,-3.92,-4.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18
  └─ Other income normal,9.16,7.43,3.42,5.58,10.21,8.62,8.85,2.29,8.28,13.07,10.53,5.12,12.54
Interest,3,3,3,3,3,3,4,4,4,4,3,4,4
Depreciation,22,22,23,23,25,25,26,26,25,25,24,25,28
Profit before tax,30,40,41,68,32,37,39,82,41,46,60,112,64
Tax %,23%,27%,30%,31%,33%,27%,29%,22%,17%,18%,21%,20%,-43%
Net Profit,23,30,29,47,21,27,28,64,34,38,48,90,91
  └─ Minority share,0,0,0,0,0,0,0,0,0,0,0,0,0
  └─ Exceptional items AT,0,0,0,-3,-3,0,0,0,0,0,0,0,0
  └─ Profit excl Excep,23,30,29,50,24,27,28,64,34,38,48,90,91
  └─ Profit for PE,23,30,29,50,24,28,28,64,34,38,48,90,91
  └─ Profit for EPS,23,30,29,47,21,28,28,64,34,38,48,90,91
  └─ YOY Profit Growth %,-22%,51%,28%,29%,3%,-7%,-5%,27%,41%,36%,71%,41%,167%
EPS in Rs,1.42,1.80,1.78,2.87,1.29,1.67,1.67,3.84,2.05,2.26,2.85,5.38,5.46
Raw PDF,,,,,,,,,,,,,
