Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,106.55,99.02,93.97,87.65,59.67,47.45,43.45,27.94,13.92,33.67,8.29,9.61,8.55
  └─ YOY Sales Growth %,0.04%,-10.23%,-21.66%,-27.93%,-44.00%,-52.08%,-53.76%,-68.12%,-76.67%,-29.04%,-80.92%,-65.60%,-38.58%
Expenses,129.88,106.57,101.40,92.08,90.41,55.41,48.25,31.25,8.21,46.97,10.88,10.78,10.95
  └─ Employee Cost %,93%,93%,92%,91%,97%,94%,96%,94%,27%,104%,115%,88%,72%
Operating Profit,-23.33,-7.55,-7.43,-4.43,-30.74,-7.96,-4.80,-3.31,5.71,-13.30,-2.59,-1.17,-2.40
OPM %,-21.90%,-7.62%,-7.91%,-5.05%,-51.52%,-16.78%,-11.05%,-11.85%,41.02%,-39.50%,-31.24%,-12.17%,-28.07%
Other Income,0.10,0.27,0.23,0.30,-12.96,0.00,0.17,1.40,0.20,-139.18,2.43,0.46,-2.86
  └─ Exceptional items,0.00,0.00,0.00,0.00,-13.78,0.00,0.00,0.00,0.00,-139.49,0.00,0.00,-1.42
  └─ Other income normal,0.10,0.27,0.23,0.30,0.82,0.00,0.17,1.40,0.20,0.31,2.43,0.46,-1.44
Interest,2.51,3.44,5.22,4.20,2.57,4.11,3.97,2.77,1.67,1.86,1.76,1.11,2.03
Depreciation,4.62,4.59,4.53,4.63,3.62,2.08,2.04,2.21,1.71,0.33,0.41,0.36,0.36
Profit before tax,-30.36,-15.31,-16.95,-12.96,-49.89,-14.15,-10.64,-6.89,2.53,-154.67,-2.33,-2.18,-7.65
Tax %,-13.67%,3.92%,0.94%,3.86%,-1.10%,0.07%,0.85%,4.35%,2.37%,0.00%,44.64%,-2.29%,-6.01%
Net Profit,-26.22,-15.91,-17.11,-13.46,-49.34,-14.16,-10.72,-7.19,2.47,-154.66,-3.37,-2.14,-7.20
  └─ Minority share,18,8,11,8,32,8,10,0,0,75,0,0,0
  └─ Exceptional items AT,0,0,0,0,-14,0,0,0,0,-139,0,0,-1
  └─ Profit excl Excep,-26,-16,-17,-13,-36,-14,-11,-7,2,-15,-3,-2,-6
  └─ Profit for PE,-8,-7,-6,-6,-13,-6,-0,-7,2,-8,-3,-2,-6
  └─ Profit for EPS,-8,-7,-6,-6,-17,-6,-0,-7,2,-80,-3,-2,-7
  └─ YOY Profit Growth %,57%,45%,61%,74%,-54%,14%,93%,-30%,120%,-23%,-742%,70%,-334%
EPS in Rs,-2.45,-2.22,-1.80,-1.66,-5.22,-1.91,-0.12,-2.15,0.74,-23.85,-1.01,-0.64,-2.16
Raw PDF,,,,,,,,,,,,,
