Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,133,140,155,158,166,170,186,175,186,193,206,181,193
  └─ YOY Sales Growth %,23.08%,23.68%,26.44%,34.06%,24.81%,21.96%,19.87%,10.23%,11.91%,13.36%,10.55%,3.83%,3.50%
Expenses,99,108,124,121,123,128,137,129,133,142,147,135,138
  └─ Material Cost %,19.28%,19.90%,23.11%,21.70%,25.85%,25.20%,24.10%,22.86%,22.33%,24.58%,23.37%,21.58%,23.04%
  └─ Employee Cost %,15.84%,16.42%,17.01%,18.73%,19.52%,19.43%,18.82%,20.55%,17.62%,18.43%,17.19%,19.96%,17.32%
Operating Profit,34,31,32,37,44,43,49,45,53,51,59,46,55
OPM %,26%,22%,20%,24%,26%,25%,27%,26%,28%,27%,29%,26%,28%
Other Income,6,4,4,4,4,7,5,9,4,4,4,4,32
  └─ Other income normal,5.93,4.22,4.16,4.08,4.34,7.32,4.59,9.24,4.39,3.96,4.18,3.77,31.50
Interest,2,2,3,4,7,5,6,6,7,6,8,8,12
Depreciation,15,16,19,21,18,21,22,23,22,22,24,23,23
Profit before tax,24,18,13,16,23,23,25,25,29,27,32,20,52
Tax %,20%,18%,22%,19%,17%,23%,23%,24%,28%,25%,24%,23%,19%
Net Profit,19,15,10,13,19,18,20,19,21,21,24,15,42
  └─ Profit excl Excep,19,15,10,13,19,18,20,19,21,21,24,15,42
  └─ Profit for PE,19,15,10,13,19,18,20,19,21,21,24,15,42
  └─ Profit for EPS,19,15,10,13,19,18,20,19,21,21,24,15,42
  └─ YOY Profit Growth %,5%,3%,-32%,-5%,-1%,22%,87%,50%,10%,15%,22%,-21%,102%
EPS in Rs,6.03,4.66,3.34,4.02,5.80,5.55,6.07,6.01,6.40,6.33,7.38,4.70,12.86
Raw PDF,,,,,,,,,,,,,
