Metric,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Sales,101.03,95.10,100.75,107.45,119.23,110.20,115.66,106.85,124.65,104.55,112.53,111.99,133.10
  └─ YOY Sales Growth %,3.31%,1.82%,10.51%,23.73%,18.01%,15.88%,14.80%,-0.56%,4.55%,-5.13%,-2.71%,4.81%,6.78%
Expenses,93.78,86.83,92.28,94.86,104.04,97.35,103.17,94.02,108.26,92.05,99.12,103.37,117.50
  └─ Material Cost %,51.86%,48.33%,49.06%,49.33%,47.53%,44.10%,46.46%,43.14%,49.05%,43.44%,43.38%,47.04%,49.36%
  └─ Employee Cost %,12.72%,14.76%,13.95%,11.72%,11.64%,13.63%,13.89%,15.03%,12.94%,15.45%,14.72%,15.71%,12.25%
Operating Profit,7.25,8.27,8.47,12.59,15.19,12.85,12.49,12.83,16.39,12.50,13.41,8.62,15.60
OPM %,7.18%,8.70%,8.41%,11.72%,12.74%,11.66%,10.80%,12.01%,13.15%,11.96%,11.92%,7.70%,11.72%
Other Income,1.08,0.74,1.88,0.99,1.60,0.73,1.29,1.50,1.18,0.90,0.97,1.40,0.82
  └─ Exceptional items,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Other income normal,0.95,0.74,1.88,0.99,1.60,0.73,1.29,1.50,1.18,0.90,0.97,1.40,0.82
Interest,2.96,2.67,1.94,1.87,1.98,1.87,2.21,3.06,3.26,2.61,2.56,2.81,2.78
Depreciation,3.24,3.50,3.61,3.69,3.84,4.13,3.29,4.60,5.18,5.06,5.21,5.46,5.61
Profit before tax,2.13,2.84,4.80,8.02,10.97,7.58,8.28,6.67,9.13,5.73,6.61,1.75,8.03
Tax %,71.83%,53.52%,24.17%,30.80%,27.62%,30.87%,15.46%,32.53%,14.02%,29.49%,22.69%,133.14%,27.77%
Net Profit,0.69,1.32,3.97,5.55,7.93,5.24,7.01,4.50,7.85,4.04,5.12,-0.58,5.80
  └─ Profit from Associates,0.10,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Minority share,0.00,0.01,0.01,0.00,0.02,0.02,0.01,0.00,-0.01,0.01,0.00,0.07,0.01
  └─ Exceptional items AT,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
  └─ Profit excl Excep,0.67,1.32,3.97,5.55,7.93,5.24,7.01,4.50,7.85,4.04,5.12,-0.58,5.80
  └─ Profit for PE,0.67,1.33,3.98,5.55,7.95,5.26,7.02,4.50,7.84,4.05,5.12,-0.51,5.81
  └─ Profit for EPS,0.69,1.33,3.98,5.55,7.95,5.26,7.02,4.50,7.84,4.05,5.12,-0.51,5.81
  └─ YOY Profit Growth %,-85.24%,-58.70%,44.73%,284.08%,1086.57%,295.49%,76.38%,-18.92%,-1.38%,-23.00%,-27.07%,-111.33%,-25.89%
EPS in Rs,0.58,1.02,3.06,4.27,6.12,4.05,5.40,3.46,6.03,3.12,3.77,-0.38,4.28
Raw PDF,,,,,,,,,,,,,
